move_number,move_uci,player_name,time_taken_ms,centipawn_score,board_fen
9,d1h5,PHI,10008.321900000738,-240,1rbqkbnr/pppppppp/6n1/4P2Q/8/3P3N/PPP2P1P/RNB1KB1R b KQk - 2 9
10,g8h6,MIXTRAL,48783.069900000555,-110,1rbqkb1r/pppppppp/6nn/4P2Q/8/3P3N/PPP2P1P/RNB1KB1R w KQk - 3 10
10,h5h6,PHI,9740.361300000586,-569,1rbqkb1r/pppppppp/6nQ/4P3/8/3P3N/PPP2P1P/RNB1KB1R b KQk - 0 10
11,g6e5,MIXTRAL,47969.35940000003,218,1rbqkb1r/pppppppp/7Q/4n3/8/3P3N/PPP2P1P/RNB1KB1R w KQk - 0 11
11,h6h7,PHI,21006.130600000688,-602,1rbqkb1r/pppppppQ/8/4n3/8/3P3N/PPP2P1P/RNB1KB1R b KQk - 0 11
12,e5g6,MIXTRAL,47652.88280000095,-313,1rbqkb1r/pppppppQ/6n1/8/8/3P3N/PPP2P1P/RNB1KB1R w KQk - 1 12
12,h7h8,PHI,9824.132600000667,-308,1rbqkb1Q/ppppppp1/6n1/8/8/3P3N/PPP2P1P/RNB1KB1R b KQ - 0 12
13,g6e5,MIXTRAL,47894.00569999998,573,1rbqkb1Q/ppppppp1/8/4n3/8/3P3N/PPP2P1P/RNB1KB1R w KQ - 1 13
13,c1h6,PHI,9807.34140000095,401,1rbqkb1Q/ppppppp1/7B/4n3/8/3P3N/PPP2P1P/RN2KB1R b KQ - 2 13
14,e5g6,MIXTRAL,47686.3186999999,419,1rbqkb1Q/ppppppp1/6nB/8/8/3P3N/PPP2P1P/RN2KB1R w KQ - 3 14
14,h8f8,PHI,9781.730500000776,-75,1rbqkQ2/ppppppp1/6nB/8/8/3P3N/PPP2P1P/RN2KB1R b KQ - 0 14
15,g6f8,MIXTRAL,48896.03830000124,167,1rbqkn2/ppppppp1/7B/8/8/3P3N/PPP2P1P/RN2KB1R w KQ - 0 15
15,h6g7,PHI,10312.14159999945,149,1rbqkn2/ppppppB1/8/8/8/3P3N/PPP2P1P/RN2KB1R b KQ - 0 15
16,f8h7,MIXTRAL,50519.02559999871,239,1rbqk3/ppppppBn/8/8/8/3P3N/PPP2P1P/RN2KB1R w KQ - 1 16
16,g7h8,PHI,10508.617699999377,161,1rbqk2B/pppppp1n/8/8/8/3P3N/PPP2P1P/RN2KB1R b KQ - 2 16
17,h7f6,MIXTRAL,50325.63420000042,297,1rbqk2B/pppppp2/5n2/8/8/3P3N/PPP2P1P/RN2KB1R w KQ - 3 17
17,h8f6,PHI,9857.753899999807,186,1rbqk3/pppppp2/5B2/8/8/3P3N/PPP2P1P/RN2KB1R b KQ - 0 17
18,e7f6,MIXTRAL,48661.72539999934,187,1rbqk3/pppp1p2/5p2/8/8/3P3N/PPP2P1P/RN2KB1R w KQ - 0 18
18,h3g5,PHI,9765.410099998917,-292,1rbqk3/pppp1p2/5p2/6N1/8/3P4/PPP2P1P/RN2KB1R b KQ - 1 18
19,d8e7,MIXTRAL,48451.40680000077,-126,1rb1k3/ppppqp2/5p2/6N1/8/3P4/PPP2P1P/RN2KB1R w KQ - 2 19
19,e1d2,PHI,9774.45439999974,-323,1rb1k3/ppppqp2/5p2/6N1/8/3P4/PPPK1P1P/RN3B1R b - - 3 19
20,e7e6,MIXTRAL,54533.9172999993,734,1rb1k3/pppp1p2/4qp2/6N1/8/3P4/PPPK1P1P/RN3B1R w - - 4 20
20,g5h7,PHI,10817.404100000203,-230,1rb1k3/pppp1p1N/4qp2/8/8/3P4/PPPK1P1P/RN3B1R b - - 5 20
21,e8d8,MIXTRAL,48660.25079999963,-31,1rbk4/pppp1p1N/4qp2/8/8/3P4/PPPK1P1P/RN3B1R w - - 6 21
21,h7f8,PHI,9795.862799999668,-241,1rbk1N2/pppp1p2/4qp2/8/8/3P4/PPPK1P1P/RN3B1R b - - 7 21
22,d8e7,MIXTRAL,48713.92039999955,716,1rb2N2/ppppkp2/4qp2/8/8/3P4/PPPK1P1P/RN3B1R w - - 8 22
22,f8h7,PHI,9774.216399999204,-225,1rb5/ppppkp1N/4qp2/8/8/3P4/PPPK1P1P/RN3B1R b - - 9 22
23,e7e8,MIXTRAL,48176.84879999979,146,1rb1k3/pppp1p1N/4qp2/8/8/3P4/PPPK1P1P/RN3B1R w - - 10 23
23,h7f8,PHI,9865.75669999911,-330,1rb1kN2/pppp1p2/4qp2/8/8/3P4/PPPK1P1P/RN3B1R b - - 11 23
24,e8f8,MIXTRAL,48719.218799999,-317,1rb2k2/pppp1p2/4qp2/8/8/3P4/PPPK1P1P/RN3B1R w - - 0 24
24,d2d1,PHI,9778.63360000083,-473,1rb2k2/pppp1p2/4qp2/8/8/3P4/PPP2P1P/RN1K1B1R b - - 1 24
25,f8e8,MIXTRAL,48645.839500000875,-290,1rb1k3/pppp1p2/4qp2/8/8/3P4/PPP2P1P/RN1K1B1R w - - 2 25
25,f1e2,PHI,9730.574199998955,-321,1rb1k3/pppp1p2/4qp2/8/8/3P4/PPP1BP1P/RN1K3R b - - 3 25
26,e8d8,MIXTRAL,48521.24619999995,-249,1rbk4/pppp1p2/4qp2/8/8/3P4/PPP1BP1P/RN1K3R w - - 4 26
26,e2f3,PHI,9738.531999999395,-329,1rbk4/pppp1p2/4qp2/8/8/3P1B2/PPP2P1P/RN1K3R b - - 5 26
27,d8e7,MIXTRAL,49029.448799999955,409,1rb5/ppppkp2/4qp2/8/8/3P1B2/PPP2P1P/RN1K3R w - - 6 27
27,f3e4,PHI,9756.95529999939,-353,1rb5/ppppkp2/4qp2/8/4B3/3P4/PPP2P1P/RN1K3R b - - 7 27
28,e7f8,MIXTRAL,47850.90769999988,-330,1rb2k2/pppp1p2/4qp2/8/4B3/3P4/PPP2P1P/RN1K3R w - - 8 28
28,e4g6,PHI,9857.56389999915,-567,1rb2k2/pppp1p2/4qpB1/8/8/3P4/PPP2P1P/RN1K3R b - - 9 28
29,f8e8,MIXTRAL,48018.84290000089,-90,1rb1k3/pppp1p2/4qpB1/8/8/3P4/PPP2P1P/RN1K3R w - - 10 29
29,g6h7,PHI,9846.194399999149,-405,1rb1k3/pppp1p1B/4qp2/8/8/3P4/PPP2P1P/RN1K3R b - - 11 29
30,e8d8,MIXTRAL,47911.85799999948,-366,1rbk4/pppp1p1B/4qp2/8/8/3P4/PPP2P1P/RN1K3R w - - 12 30
30,h7g8,PHI,9762.493000000177,-462,1rbk2B1/pppp1p2/4qp2/8/8/3P4/PPP2P1P/RN1K3R b - - 13 30
31,d8e7,MIXTRAL,48171.70839999926,51,1rb3B1/ppppkp2/4qp2/8/8/3P4/PPP2P1P/RN1K3R w - - 14 31
31,g8h7,PHI,9787.005599999247,-458,1rb5/ppppkp1B/4qp2/8/8/3P4/PPP2P1P/RN1K3R b - - 15 31
32,e7f8,MIXTRAL,48205.01260000128,-380,1rb2k2/pppp1p1B/4qp2/8/8/3P4/PPP2P1P/RN1K3R w - - 16 32
32,h7g8,PHI,9762.249199999133,-581,1rb2kB1/pppp1p2/4qp2/8/8/3P4/PPP2P1P/RN1K3R b - - 17 32
33,f8e8,MIXTRAL,48098.86979999828,148,1rb1k1B1/pppp1p2/4qp2/8/8/3P4/PPP2P1P/RN1K3R w - - 18 33
33,g8f7,PHI,9736.595499998657,-515,1rb1k3/pppp1B2/4qp2/8/8/3P4/PPP2P1P/RN1K3R b - - 0 33
34,e8e7,MIXTRAL,47788.90160000083,561,1rb5/ppppkB2/4qp2/8/8/3P4/PPP2P1P/RN1K3R w - - 1 34
34,f7g8,PHI,9770.812299997488,-460,1rb3B1/ppppk3/4qp2/8/8/3P4/PPP2P1P/RN1K3R b - - 2 34
35,e7f8,MIXTRAL,47971.262099999876,607,1rb2kB1/pppp4/4qp2/8/8/3P4/PPP2P1P/RN1K3R w - - 3 35
35,g8h7,PHI,9787.81760000129,-485,1rb2k2/pppp3B/4qp2/8/8/3P4/PPP2P1P/RN1K3R b - - 4 35
36,f8e7,MIXTRAL,48054.73379999967,325,1rb5/ppppk2B/4qp2/8/8/3P4/PPP2P1P/RN1K3R w - - 5 36
36,h7g8,PHI,9970.491200001561,-454,1rb3B1/ppppk3/4qp2/8/8/3P4/PPP2P1P/RN1K3R b - - 6 36
37,e7f8,MIXTRAL,48230.67810000066,605,1rb2kB1/pppp4/4qp2/8/8/3P4/PPP2P1P/RN1K3R w - - 7 37
37,g8f7,PHI,9812.623500001791,-534,1rb2k2/pppp1B2/4qp2/8/8/3P4/PPP2P1P/RN1K3R b - - 8 37
38,e6e7,MIXTRAL,47764.83350000126,-293,1rb2k2/ppppqB2/5p2/8/8/3P4/PPP2P1P/RN1K3R w - - 9 38
38,f7g8,PHI,9829.39289999922,-470,1rb2kB1/ppppq3/5p2/8/8/3P4/PPP2P1P/RN1K3R b - - 10 38
39,e7e6,MIXTRAL,53329.0210999985,617,1rb2kB1/pppp4/4qp2/8/8/3P4/PPP2P1P/RN1K3R w - - 11 39
39,g8f7,PHI,10853.72869999992,-536,1rb2k2/pppp1B2/4qp2/8/8/3P4/PPP2P1P/RN1K3R b - - 12 39
40,e6e7,MIXTRAL,48322.44349999746,-302,1rb2k2/ppppqB2/5p2/8/8/3P4/PPP2P1P/RN1K3R w - - 13 40
40,f7g8,PHI,9753.947499997594,-436,1rb2kB1/ppppq3/5p2/8/8/3P4/PPP2P1P/RN1K3R b - - 14 40
41,e7e6,MIXTRAL,47921.3622999996,617,1rb2kB1/pppp4/4qp2/8/8/3P4/PPP2P1P/RN1K3R w - - 15 41
41,g8e6,PHI,9829.153499998938,619,1rb2k2/pppp4/4Bp2/8/8/3P4/PPP2P1P/RN1K3R b - - 0 41
42,d7e6,MIXTRAL,47722.009699999035,621,1rb2k2/ppp5/4pp2/8/8/3P4/PPP2P1P/RN1K3R w - - 0 42
42,d1e2,PHI,9816.844400000264,598,1rb2k2/ppp5/4pp2/8/8/3P4/PPP1KP1P/RN5R b - - 1 42
43,f8e8,MIXTRAL,47608.089099998324,642,1rb1k3/ppp5/4pp2/8/8/3P4/PPP1KP1P/RN5R w - - 2 43
43,e2e3,PHI,9837.001700001565,581,1rb1k3/ppp5/4pp2/8/8/3PK3/PPP2P1P/RN5R b - - 3 43
44,e8e7,MIXTRAL,47472.097900001245,614,1rb5/ppp1k3/4pp2/8/8/3PK3/PPP2P1P/RN5R w - - 4 44
44,e3e4,PHI,9737.854099999822,542,1rb5/ppp1k3/4pp2/8/4K3/3P4/PPP2P1P/RN5R b - - 5 44
45,e7f8,MIXTRAL,56356.28680000082,601,1rb2k2/ppp5/4pp2/8/4K3/3P4/PPP2P1P/RN5R w - - 6 45
45,e4e3,PHI,10653.001299997413,617,1rb2k2/ppp5/4pp2/8/8/3PK3/PPP2P1P/RN5R b - - 7 45
46,f8e8,MIXTRAL,48120.70239999957,654,1rb1k3/ppp5/4pp2/8/8/3PK3/PPP2P1P/RN5R w - - 8 46
46,e3e4,PHI,9786.90380000262,587,1rb1k3/ppp5/4pp2/8/4K3/3P4/PPP2P1P/RN5R b - - 9 46
47,e8e7,MIXTRAL,47339.197799999965,595,1rb5/ppp1k3/4pp2/8/4K3/3P4/PPP2P1P/RN5R w - - 10 47
47,e4e3,PHI,9813.391700001375,603,1rb5/ppp1k3/4pp2/8/8/3PK3/PPP2P1P/RN5R b - - 11 47
48,e7f8,MIXTRAL,47916.0066000004,659,1rb2k2/ppp5/4pp2/8/8/3PK3/PPP2P1P/RN5R w - - 12 48
48,e3e4,PHI,9734.938999998121,566,1rb2k2/ppp5/4pp2/8/4K3/3P4/PPP2P1P/RN5R b - - 13 48
49,f8e8,MIXTRAL,47630.08959999934,627,1rb1k3/ppp5/4pp2/8/4K3/3P4/PPP2P1P/RN5R w - - 14 49
49,e4e3,PHI,9745.788399999583,628,1rb1k3/ppp5/4pp2/8/8/3PK3/PPP2P1P/RN5R b - - 15 49
50,e8e7,MIXTRAL,47563.634599999205,654,1rb5/ppp1k3/4pp2/8/8/3PK3/PPP2P1P/RN5R w - - 16 50
50,e3e4,PHI,9776.686700002756,526,1rb5/ppp1k3/4pp2/8/4K3/3P4/PPP2P1P/RN5R b - - 17 50
51,e7f8,MIXTRAL,56332.81640000132,625,1rb2k2/ppp5/4pp2/8/4K3/3P4/PPP2P1P/RN5R w - - 18 51
51,e4e3,PHI,10837.11140000014,0,1rb2k2/ppp5/4pp2/8/8/3PK3/PPP2P1P/RN5R b - - 19 51
52,f8e8,MIXTRAL,47896.85339999778,659,1rb1k3/ppp5/4pp2/8/8/3PK3/PPP2P1P/RN5R w - - 20 52
52,e3e4,PHI,9812.212799999543,0,1rb1k3/ppp5/4pp2/8/4K3/3P4/PPP2P1P/RN5R b - - 21 52
53,c7c6,MIXTRAL,56188.31510000018,638,1rb1k3/pp6/2p1pp2/8/4K3/3P4/PPP2P1P/RN5R w - - 0 53
53,e4e3,PHI,10665.325300000404,640,1rb1k3/pp6/2p1pp2/8/8/3PK3/PPP2P1P/RN5R b - - 1 53
54,e8e7,MIXTRAL,47659.56670000014,639,1rb5/pp2k3/2p1pp2/8/8/3PK3/PPP2P1P/RN5R w - - 2 54
54,e3e4,PHI,9762.500100001489,587,1rb5/pp2k3/2p1pp2/8/4K3/3P4/PPP2P1P/RN5R b - - 3 54
55,c6c5,MIXTRAL,55837.85450000141,576,1rb5/pp2k3/4pp2/2p5/4K3/3P4/PPP2P1P/RN5R w - - 0 55
55,e4f4,PHI,10705.379099999845,527,1rb5/pp2k3/4pp2/2p5/5K2/3P4/PPP2P1P/RN5R b - - 1 55
56,e7f8,MIXTRAL,47920.801799999026,576,1rb2k2/pp6/4pp2/2p5/5K2/3P4/PPP2P1P/RN5R w - - 2 56
56,f4e4,PHI,9771.141400000488,556,1rb2k2/pp6/4pp2/2p5/4K3/3P4/PPP2P1P/RN5R b - - 3 56
57,f8e8,MIXTRAL,47888.02850000138,585,1rb1k3/pp6/4pp2/2p5/4K3/3P4/PPP2P1P/RN5R w - - 4 57
57,e4f4,PHI,9713.055899999745,559,1rb1k3/pp6/4pp2/2p5/5K2/3P4/PPP2P1P/RN5R b - - 5 57
58,e8e7,MIXTRAL,56374.66149999818,569,1rb5/pp2k3/4pp2/2p5/5K2/3P4/PPP2P1P/RN5R w - - 6 58
58,f4e4,PHI,10883.673000000272,524,1rb5/pp2k3/4pp2/2p5/4K3/3P4/PPP2P1P/RN5R b - - 7 58
59,f6f5,MIXTRAL,59791.773799999646,519,1rb5/pp2k3/4p3/2p2p2/4K3/3P4/PPP2P1P/RN5R w - - 0 59
59,e4e5,PHI,10776.100900002348,545,1rb5/pp2k3/4p3/2p1Kp2/8/3P4/PPP2P1P/RN5R b - - 1 59
60,e7d8,MIXTRAL,61249.37919999866,633,1rbk4/pp6/4p3/2p1Kp2/8/3P4/PPP2P1P/RN5R w - - 2 60
60,e5f6,PHI,12400.816999997915,553,1rbk4/pp6/4pK2/2p2p2/8/3P4/PPP2P1P/RN5R b - - 3 60
61,e6e5,MIXTRAL,58028.27419999812,614,1rbk4/pp6/5K2/2p1pp2/8/3P4/PPP2P1P/RN5R w - - 0 61
61,f6g7,PHI,10771.072900002764,459,1rbk4/pp4K1/8/2p1pp2/8/3P4/PPP2P1P/RN5R b - - 1 61
62,d8e7,MIXTRAL,51145.753500000865,483,1rb5/pp2k1K1/8/2p1pp2/8/3P4/PPP2P1P/RN5R w - - 2 62
62,g7h8,PHI,10563.19430000076,236,1rb4K/pp2k3/8/2p1pp2/8/3P4/PPP2P1P/RN5R b - - 3 62
63,e7f8,MIXTRAL,50653.64589999808,427,1rb2k1K/pp6/8/2p1pp2/8/3P4/PPP2P1P/RN5R w - - 4 63
63,h1g1,PHI,10198.984700000437,423,1rb2k1K/pp6/8/2p1pp2/8/3P4/PPP2P1P/RN4R1 b - - 5 63
64,f8e7,MIXTRAL,48959.560899998905,494,1rb4K/pp2k3/8/2p1pp2/8/3P4/PPP2P1P/RN4R1 w - - 6 64
64,g1g2,PHI,10075.783800002682,363,1rb4K/pp2k3/8/2p1pp2/8/3P4/PPP2PRP/RN6 b - - 7 64
65,e7f8,MIXTRAL,54440.42980000086,605,1rb2k1K/pp6/8/2p1pp2/8/3P4/PPP2PRP/RN6 w - - 8 65
65,g2g3,PHI,11178.994900001271,463,1rb2k1K/pp6/8/2p1pp2/8/3P2R1/PPP2P1P/RN6 b - - 9 65
66,c8e6,MIXTRAL,49271.560999997746,411,1r3k1K/pp6/4b3/2p1pp2/8/3P2R1/PPP2P1P/RN6 w - - 10 66
66,g3g4,PHI,10117.653000001155,-62,1r3k1K/pp6/4b3/2p1pp2/6R1/3P4/PPP2P1P/RN6 b - - 11 66
67,f8e7,MIXTRAL,49565.74309999996,-35,1r5K/pp2k3/4b3/2p1pp2/6R1/3P4/PPP2P1P/RN6 w - - 12 67
67,g4g8,PHI,10135.244500001136,-533,1r4RK/pp2k3/4b3/2p1pp2/8/3P4/PPP2P1P/RN6 b - - 13 67
68,b8g8,MIXTRAL,49397.87710000019,-586,6rK/pp2k3/4b3/2p1pp2/8/3P4/PPP2P1P/RN6 w - - 0 68
68,h8h7,PHI,10042.950800001563,-590,6r1/pp2k2K/4b3/2p1pp2/8/3P4/PPP2P1P/RN6 b - - 1 68
69,g8h8,MIXTRAL,60606.86530000021,514,7r/pp2k2K/4b3/2p1pp2/8/3P4/PPP2P1P/RN6 w - - 2 69
69,h7g7,PHI,10034.696700000495,-588,7r/pp2k1K1/4b3/2p1pp2/8/3P4/PPP2P1P/RN6 b - - 3 69
70,e7e8,MIXTRAL,49290.16099999717,561,4k2r/pp4K1/4b3/2p1pp2/8/3P4/PPP2P1P/RN6 w - - 4 70
70,g7h8,PHI,9867.33760000061,544,4k2K/pp6/4b3/2p1pp2/8/3P4/PPP2P1P/RN6 b - - 0 70
71,e8e7,MIXTRAL,49258.304599999974,654,7K/pp2k3/4b3/2p1pp2/8/3P4/PPP2P1P/RN6 w - - 1 71
71,b1c3,PHI,10118.316700001742,577,7K/pp2k3/4b3/2p1pp2/8/2NP4/PPP2P1P/R7 b - - 2 71
72,e7f8,MIXTRAL,49148.213500000566,596,5k1K/pp6/4b3/2p1pp2/8/2NP4/PPP2P1P/R7 w - - 3 72
72,c3d5,PHI,10218.667599998298,434,5k1K/pp6/4b3/2pNpp2/8/3P4/PPP2P1P/R7 b - - 4 72
73,e6g8,MIXTRAL,47906.659299998864,586,5kbK/pp6/8/2pNpp2/8/3P4/PPP2P1P/R7 w - - 5 73
73,d5e7,PHI,9833.403500000713,662,5kbK/pp2N3/8/2p1pp2/8/3P4/PPP2P1P/R7 b - - 6 73
74,g8h7,MIXTRAL,47667.71309999967,741,5k1K/pp2N2b/8/2p1pp2/8/3P4/PPP2P1P/R7 w - - 7 74
74,e7c8,PHI,9808.64069999734,625,2N2k1K/pp5b/8/2p1pp2/8/3P4/PPP2P1P/R7 b - - 8 74
75,f8e8,MIXTRAL,47692.383799996605,838,2N1k2K/pp5b/8/2p1pp2/8/3P4/PPP2P1P/R7 w - - 9 75
75,c8e7,PHI,9775.79600000172,709,4k2K/pp2N2b/8/2p1pp2/8/3P4/PPP2P1P/R7 b - - 10 75
76,e8f7,MIXTRAL,47667.93360000156,771,7K/pp2Nk1b/8/2p1pp2/8/3P4/PPP2P1P/R7 w - - 11 76
76,e7g8,PHI,9776.345099999162,586,6NK/pp3k1b/8/2p1pp2/8/3P4/PPP2P1P/R7 b - - 12 76
77,h7g8,MIXTRAL,47533.44450000077,700,6bK/pp3k2/8/2p1pp2/8/3P4/PPP2P1P/R7 w - - 0 77
77,d3d4,PHI,9801.087399999233,328,6bK/pp3k2/8/2p1pp2/3P4/8/PPP2P1P/R7 b - - 0 77
78,c5d4,MIXTRAL,56207.372799999575,373,6bK/pp3k2/8/4pp2/3p4/8/PPP2P1P/R7 w - - 0 78
78,c2c3,PHI,11775.444500002777,172,6bK/pp3k2/8/4pp2/3p4/2P5/PP3P1P/R7 b - - 0 78
79,d4c3,MIXTRAL,56506.87679999828,320,6bK/pp3k2/8/4pp2/8/2p5/PP3P1P/R7 w - - 0 79
79,b2c3,PHI,11288.131799999974,334,6bK/pp3k2/8/4pp2/8/2P5/P4P1P/R7 b - - 0 79
80,f7e7,MIXTRAL,47966.558399999485,602,6bK/pp2k3/8/4pp2/8/2P5/P4P1P/R7 w - - 1 80
80,h8g8,PHI,9842.968999997538,686,6K1/pp2k3/8/4pp2/8/2P5/P4P1P/R7 b - - 0 80
81,e7e8,MIXTRAL,48065.73720000233,729,4k1K1/pp6/8/4pp2/8/2P5/P4P1P/R7 w - - 1 81
81,g8h8,PHI,9767.434799996408,604,4k2K/pp6/8/4pp2/8/2P5/P4P1P/R7 b - - 2 81
82,e8e7,MIXTRAL,47650.51149999999,700,7K/pp2k3/8/4pp2/8/2P5/P4P1P/R7 w - - 3 82
82,h8g8,PHI,9793.033199999627,712,6K1/pp2k3/8/4pp2/8/2P5/P4P1P/R7 b - - 4 82
83,e7e8,MIXTRAL,47558.19279999923,742,4k1K1/pp6/8/4pp2/8/2P5/P4P1P/R7 w - - 5 83
83,g8h8,PHI,9817.24000000031,643,4k2K/pp6/8/4pp2/8/2P5/P4P1P/R7 b - - 6 83
84,e8f7,MIXTRAL,47641.84110000133,641,7K/pp3k2/8/4pp2/8/2P5/P4P1P/R7 w - - 7 84
84,h8h7,PHI,9792.471200002183,670,8/pp3k1K/8/4pp2/8/2P5/P4P1P/R7 b - - 8 84
85,f7e7,MIXTRAL,58325.27320000008,719,8/pp2k2K/8/4pp2/8/2P5/P4P1P/R7 w - - 9 85
85,h7h8,PHI,10886.701299998094,584,7K/pp2k3/8/4pp2/8/2P5/P4P1P/R7 b - - 10 85
86,f5f4,MIXTRAL,60115.4420999992,685,7K/pp2k3/8/4p3/5p2/2P5/P4P1P/R7 w - - 0 86
86,h8g8,PHI,9792.37379999904,611,6K1/pp2k3/8/4p3/5p2/2P5/P4P1P/R7 b - - 1 86
87,e7e8,MIXTRAL,48924.88079999748,714,4k1K1/pp6/8/4p3/5p2/2P5/P4P1P/R7 w - - 2 87
87,g8h8,PHI,9783.314799999062,669,4k2K/pp6/8/4p3/5p2/2P5/P4P1P/R7 b - - 3 87
88,e8f7,MIXTRAL,48758.953100001236,675,7K/pp3k2/8/4p3/5p2/2P5/P4P1P/R7 w - - 4 88
88,h8h7,PHI,9800.665300001128,653,8/pp3k1K/8/4p3/5p2/2P5/P4P1P/R7 b - - 5 88
89,e5e4,MIXTRAL,57156.671200002165,693,8/pp3k1K/8/8/4pp2/2P5/P4P1P/R7 w - - 0 89
89,h7h8,PHI,10633.396999997785,604,7K/pp3k2/8/8/4pp2/2P5/P4P1P/R7 b - - 1 89
90,f7e7,MIXTRAL,49017.61439999973,704,7K/pp2k3/8/8/4pp2/2P5/P4P1P/R7 w - - 2 90
90,h8g8,PHI,9808.293400001276,625,6K1/pp2k3/8/8/4pp2/2P5/P4P1P/R7 b - - 3 90
91,e7e8,MIXTRAL,48717.56589999859,725,4k1K1/pp6/8/8/4pp2/2P5/P4P1P/R7 w - - 4 91
91,g8h8,PHI,9749.746999998024,701,4k2K/pp6/8/8/4pp2/2P5/P4P1P/R7 b - - 5 91
92,e8f7,MIXTRAL,48616.9106999987,708,7K/pp3k2/8/8/4pp2/2P5/P4P1P/R7 w - - 6 92
92,h2h3,PHI,9742.3243000012,627,7K/pp3k2/8/8/4pp2/2P4P/P4P2/R7 b - - 0 92
93,f7e7,MIXTRAL,48683.5874999997,689,7K/pp2k3/8/8/4pp2/2P4P/P4P2/R7 w - - 1 93
93,h8g8,PHI,9791.537799999787,676,6K1/pp2k3/8/8/4pp2/2P4P/P4P2/R7 b - - 2 93
94,e7e8,MIXTRAL,48450.036700000055,745,4k1K1/pp6/8/8/4pp2/2P4P/P4P2/R7 w - - 3 94
94,g8h8,PHI,9824.646199998824,689,4k2K/pp6/8/8/4pp2/2P4P/P4P2/R7 b - - 4 94
95,e8f7,MIXTRAL,48684.253100000205,697,7K/pp3k2/8/8/4pp2/2P4P/P4P2/R7 w - - 5 95
95,h8h7,PHI,10801.748900001257,619,8/pp3k1K/8/8/4pp2/2P4P/P4P2/R7 b - - 6 95
96,f7e8,MIXTRAL,49198.149300002115,731,4k3/pp5K/8/8/4pp2/2P4P/P4P2/R7 w - - 7 96
96,h7h8,PHI,10077.029000000039,687,4k2K/pp6/8/8/4pp2/2P4P/P4P2/R7 b - - 8 96
97,e8f7,MIXTRAL,48223.18290000112,693,7K/pp3k2/8/8/4pp2/2P4P/P4P2/R7 w - - 9 97
97,h8h7,PHI,9794.427500000893,665,8/pp3k1K/8/8/4pp2/2P4P/P4P2/R7 b - - 10 97
98,f7e7,MIXTRAL,55822.545200000604,698,8/pp2k2K/8/8/4pp2/2P4P/P4P2/R7 w - - 11 98
98,h7h8,PHI,9802.62230000153,0,7K/pp2k3/8/8/4pp2/2P4P/P4P2/R7 b - - 12 98
99,f4f3,MIXTRAL,56238.6989000006,701,7K/pp2k3/8/8/4p3/2P2p1P/P4P2/R7 w - - 0 99
99,h8h7,PHI,11669.815000001108,650,8/pp2k2K/8/8/4p3/2P2p1P/P4P2/R7 b - - 1 99
