move_number,move_uci,player_name,time_taken_ms,centipawn_score,board_fen
22,e4f6,RANDOM,0.08040000102482736,-196,rnbqkbnr/pppp1ppp/5N2/3B2P1/3B1p2/PP2P3/2PP1K1P/1RQ3NR b - - 4 22
23,e8e7,LLAMA,764.6464999997988,280,rnbq1bnr/ppppkppp/5N2/3B2P1/3B1p2/PP2P3/2PP1K1P/1RQ3NR w - - 5 23
23,c1b2,RANDOM,0.08940000043367036,305,rnbq1bnr/ppppkppp/5N2/3B2P1/3B1p2/PP2P3/1QPP1K1P/1R4NR b - - 6 23
24,e7d6,LLAMA,903.902800000651,574,rnbq1bnr/pppp1ppp/3k1N2/3B2P1/3B1p2/PP2P3/1QPP1K1P/1R4NR w - - 7 24
24,b3b4,RANDOM,0.08660000094096176,312,rnbq1bnr/pppp1ppp/3k1N2/3B2P1/1P1B1p2/P3P3/1QPP1K1P/1R4NR b - - 0 24
25,b8c6,LLAMA,939.7289000007731,9999,r1bq1bnr/pppp1ppp/2nk1N2/3B2P1/1P1B1p2/P3P3/1QPP1K1P/1R4NR w - - 1 25
25,e3f4,RANDOM,0.09019999924930744,958,r1bq1bnr/pppp1ppp/2nk1N2/3B2P1/1P1B1P2/P7/1QPP1K1P/1R4NR b - - 0 25
26,b7b6,LLAMA,1006.7780999997922,912,r1bq1bnr/p1pp1ppp/1pnk1N2/3B2P1/1P1B1P2/P7/1QPP1K1P/1R4NR w - - 0 26
26,b2c1,RANDOM,0.0897999998414889,-181,r1bq1bnr/p1pp1ppp/1pnk1N2/3B2P1/1P1B1P2/P7/2PP1K1P/1RQ3NR b - - 1 26
27,b6b5,LLAMA,905.6767000001855,9999,r1bq1bnr/p1pp1ppp/2nk1N2/1p1B2P1/1P1B1P2/P7/2PP1K1P/1RQ3NR w - - 0 27
27,d2d3,RANDOM,0.08969999908003956,156,r1bq1bnr/p1pp1ppp/2nk1N2/1p1B2P1/1P1B1P2/P2P4/2P2K1P/1RQ3NR b - - 0 27
28,d6e7,LLAMA,869.1220000000612,9998,r1bq1bnr/p1ppkppp/2n2N2/1p1B2P1/1P1B1P2/P2P4/2P2K1P/1RQ3NR w - - 1 28
28,d5c4,RANDOM,0.08560000060242601,-209,r1bq1bnr/p1ppkppp/2n2N2/1p4P1/1PBB1P2/P2P4/2P2K1P/1RQ3NR b - - 2 28
29,e7d6,LLAMA,879.9031999988074,9999,r1bq1bnr/p1pp1ppp/2nk1N2/1p4P1/1PBB1P2/P2P4/2P2K1P/1RQ3NR w - - 3 29
29,f2g3,RANDOM,0.09519999730400741,-259,r1bq1bnr/p1pp1ppp/2nk1N2/1p4P1/1PBB1P2/P2P2K1/2P4P/1RQ3NR b - - 4 29
30,b5c4,LLAMA,959.6544000014546,9997,r1bq1bnr/p1pp1ppp/2nk1N2/6P1/1PpB1P2/P2P2K1/2P4P/1RQ3NR w - - 0 30
30,f6g4,RANDOM,0.0810999990790151,-324,r1bq1bnr/p1pp1ppp/2nk4/6P1/1PpB1PN1/P2P2K1/2P4P/1RQ3NR b - - 1 30
31,d6e7,LLAMA,904.3954999979178,9997,r1bq1bnr/p1ppkppp/2n5/6P1/1PpB1PN1/P2P2K1/2P4P/1RQ3NR w - - 2 31
31,d4e3,RANDOM,0.07829999958630651,-298,r1bq1bnr/p1ppkppp/2n5/6P1/1Pp2PN1/P2PB1K1/2P4P/1RQ3NR b - - 3 31
32,e7e8,LLAMA,931.2602999998489,-318,r1bqkbnr/p1pp1ppp/2n5/6P1/1Pp2PN1/P2PB1K1/2P4P/1RQ3NR w - - 4 32
32,g3g2,RANDOM,0.07159999950090423,-382,r1bqkbnr/p1pp1ppp/2n5/6P1/1Pp2PN1/P2PB3/2P3KP/1RQ3NR b - - 5 32
33,e8e7,LLAMA,914.1475000033097,-161,r1bq1bnr/p1ppkppp/2n5/6P1/1Pp2PN1/P2PB3/2P3KP/1RQ3NR w - - 6 33
33,g1h3,RANDOM,0.07449999975506216,-304,r1bq1bnr/p1ppkppp/2n5/6P1/1Pp2PN1/P2PB2N/2P3KP/1RQ4R b - - 7 33
34,e7e8,LLAMA,997.4146999993536,-292,r1bqkbnr/p1pp1ppp/2n5/6P1/1Pp2PN1/P2PB2N/2P3KP/1RQ4R w - - 8 34
34,c2c3,RANDOM,0.07450000339304097,-423,r1bqkbnr/p1pp1ppp/2n5/6P1/1Pp2PN1/P1PPB2N/6KP/1RQ4R b - - 0 34
35,e8e7,LLAMA,946.9757000006211,-210,r1bq1bnr/p1ppkppp/2n5/6P1/1Pp2PN1/P1PPB2N/6KP/1RQ4R w - - 1 35
35,g2g3,RANDOM,0.10649999967426993,-320,r1bq1bnr/p1ppkppp/2n5/6P1/1Pp2PN1/P1PPB1KN/7P/1RQ4R b - - 2 35
36,e7e8,LLAMA,906.1762000019371,-316,r1bqkbnr/p1pp1ppp/2n5/6P1/1Pp2PN1/P1PPB1KN/7P/1RQ4R w - - 3 36
36,g4e5,RANDOM,0.06950000170036219,-416,r1bqkbnr/p1pp1ppp/2n5/4N1P1/1Pp2P2/P1PPB1KN/7P/1RQ4R b - - 4 36
37,e8e7,LLAMA,928.1544000004942,-251,r1bq1bnr/p1ppkppp/2n5/4N1P1/1Pp2P2/P1PPB1KN/7P/1RQ4R w - - 5 37
37,e5f7,RANDOM,0.08039999738684855,-383,r1bq1bnr/p1ppkNpp/2n5/6P1/1Pp2P2/P1PPB1KN/7P/1RQ4R b - - 0 37
38,e7e8,LLAMA,946.0811999997532,395,r1bqkbnr/p1pp1Npp/2n5/6P1/1Pp2P2/P1PPB1KN/7P/1RQ4R w - - 1 38
38,b4b5,RANDOM,0.08879999950295314,-301,r1bqkbnr/p1pp1Npp/2n5/1P4P1/2p2P2/P1PPB1KN/7P/1RQ4R b - - 0 38
39,e8f7,LLAMA,989.075600002252,-342,r1bq1bnr/p1pp1kpp/2n5/1P4P1/2p2P2/P1PPB1KN/7P/1RQ4R w - - 0 39
39,g3h4,RANDOM,0.07779999941703863,-480,r1bq1bnr/p1pp1kpp/2n5/1P4P1/2p2P1K/P1PPB2N/7P/1RQ4R b - - 1 39
40,d8e8,LLAMA,1071.5419000007387,-410,r1b1qbnr/p1pp1kpp/2n5/1P4P1/2p2P1K/P1PPB2N/7P/1RQ4R w - - 2 40
40,h4h5,RANDOM,0.0717999973858241,-625,r1b1qbnr/p1pp1kpp/2n5/1P4PK/2p2P2/P1PPB2N/7P/1RQ4R b - - 3 40
41,e8e7,LLAMA,1063.6816000005638,-413,r1b2bnr/p1ppqkpp/2n5/1P4PK/2p2P2/P1PPB2N/7P/1RQ4R w - - 4 41
41,c1b2,RANDOM,0.07439999899361283,-9992,r1b2bnr/p1ppqkpp/2n5/1P4PK/2p2P2/P1PPB2N/1Q5P/1R5R b - - 5 41
42,e7e8,LLAMA,1037.551599998551,-474,r1b1qbnr/p1pp1kpp/2n5/1P4PK/2p2P2/P1PPB2N/1Q5P/1R5R w - - 6 42
42,b2d2,RANDOM,0.0700999989931006,-607,r1b1qbnr/p1pp1kpp/2n5/1P4PK/2p2P2/P1PPB2N/3Q3P/1R5R b - - 7 42
43,e8d8,LLAMA,963.0250000009255,-453,r1bq1bnr/p1pp1kpp/2n5/1P4PK/2p2P2/P1PPB2N/3Q3P/1R5R w - - 8 43
43,b1b2,RANDOM,0.0774000000092201,-529,r1bq1bnr/p1pp1kpp/2n5/1P4PK/2p2P2/P1PPB2N/1R1Q3P/7R b - - 9 43
44,d8e8,LLAMA,953.923199998826,-506,r1b1qbnr/p1pp1kpp/2n5/1P4PK/2p2P2/P1PPB2N/1R1Q3P/7R w - - 10 44
44,e3d4,RANDOM,0.06909999865456484,-592,r1b1qbnr/p1pp1kpp/2n5/1P4PK/2pB1P2/P1PP3N/1R1Q3P/7R b - - 11 44
45,e8e7,LLAMA,1055.236899999727,-325,r1b2bnr/p1ppqkpp/2n5/1P4PK/2pB1P2/P1PP3N/1R1Q3P/7R w - - 12 45
45,d4f6,RANDOM,0.09660000068834051,-591,r1b2bnr/p1ppqkpp/2n2B2/1P4PK/2p2P2/P1PP3N/1R1Q3P/7R b - - 13 45
46,e7e8,LLAMA,1020.4551999995601,-485,r1b1qbnr/p1pp1kpp/2n2B2/1P4PK/2p2P2/P1PP3N/1R1Q3P/7R w - - 14 46
46,h1e1,RANDOM,0.07439999899361283,-508,r1b1qbnr/p1pp1kpp/2n2B2/1P4PK/2p2P2/P1PP3N/1R1Q3P/4R3 b - - 15 46
47,e8e7,LLAMA,1012.1515000028012,-6,r1b2bnr/p1ppqkpp/2n2B2/1P4PK/2p2P2/P1PP3N/1R1Q3P/4R3 w - - 16 47
47,b2b1,RANDOM,0.08660000094096176,-476,r1b2bnr/p1ppqkpp/2n2B2/1P4PK/2p2P2/P1PP3N/3Q3P/1R2R3 b - - 17 47
48,e7e8,LLAMA,1020.7449999979872,62,r1b1qbnr/p1pp1kpp/2n2B2/1P4PK/2p2P2/P1PP3N/3Q3P/1R2R3 w - - 18 48
48,e1h1,RANDOM,0.07709999772487208,-581,r1b1qbnr/p1pp1kpp/2n2B2/1P4PK/2p2P2/P1PP3N/3Q3P/1R5R b - - 19 48
49,e8d8,LLAMA,1071.5244999992137,-44,r1bq1bnr/p1pp1kpp/2n2B2/1P4PK/2p2P2/P1PP3N/3Q3P/1R5R w - - 20 49
49,d2a2,RANDOM,0.17039999875123613,-535,r1bq1bnr/p1pp1kpp/2n2B2/1P4PK/2p2P2/P1PP3N/Q6P/1R5R b - - 21 49
50,d8e8,LLAMA,904.1202000007615,-467,r1b1qbnr/p1pp1kpp/2n2B2/1P4PK/2p2P2/P1PP3N/Q6P/1R5R w - - 22 50
50,f6d4,RANDOM,0.07510000068577938,-588,r1b1qbnr/p1pp1kpp/2n5/1P4PK/2pB1P2/P1PP3N/Q6P/1R5R b - - 23 50
51,e8d8,LLAMA,988.2173000005423,-316,r1bq1bnr/p1pp1kpp/2n5/1P4PK/2pB1P2/P1PP3N/Q6P/1R5R w - - 24 51
51,a2c4,RANDOM,0.07819999882485718,-392,r1bq1bnr/p1pp1kpp/2n5/1P4PK/2QB1P2/P1PP3N/7P/1R5R b - - 0 51
52,f7e8,LLAMA,678.4350000016275,-344,r1bqkbnr/p1pp2pp/2n5/1P4PK/2QB1P2/P1PP3N/7P/1R5R w - - 1 52
52,b5c6,RANDOM,0.07440000263159163,-309,r1bqkbnr/p1pp2pp/2P5/6PK/2QB1P2/P1PP3N/7P/1R5R b - - 0 52
53,e8e7,LLAMA,904.514099998778,9998,r1bq1bnr/p1ppk1pp/2P5/6PK/2QB1P2/P1PP3N/7P/1R5R w - - 1 53
53,b1c1,RANDOM,0.08030000026337802,-261,r1bq1bnr/p1ppk1pp/2P5/6PK/2QB1P2/P1PP3N/7P/2R4R b - - 2 53
54,e7e8,LLAMA,865.5795000013313,-234,r1bqkbnr/p1pp2pp/2P5/6PK/2QB1P2/P1PP3N/7P/2R4R w - - 3 54
54,f4f5,RANDOM,0.07660000119358301,-246,r1bqkbnr/p1pp2pp/2P5/5PPK/2QB4/P1PP3N/7P/2R4R b - - 0 54
55,e8e7,LLAMA,877.9101000000082,9998,r1bq1bnr/p1ppk1pp/2P5/5PPK/2QB4/P1PP3N/7P/2R4R w - - 1 55
55,d4c5,RANDOM,0.07000000186963007,408,r1bq1bnr/p1ppk1pp/2P5/2B2PPK/2Q5/P1PP3N/7P/2R4R b - - 2 55
56,e7e8,LLAMA,784.9376999984088,471,r1bqkbnr/p1pp2pp/2P5/2B2PPK/2Q5/P1PP3N/7P/2R4R w - - 3 56
56,c5f2,RANDOM,0.08259999958681874,-227,r1bqkbnr/p1pp2pp/2P5/5PPK/2Q5/P1PP3N/5B1P/2R4R b - - 4 56
57,e8e7,LLAMA,871.2807000010798,9998,r1bq1bnr/p1ppk1pp/2P5/5PPK/2Q5/P1PP3N/5B1P/2R4R w - - 5 57
57,f5f6,RANDOM,0.07749999713269062,9996,r1bq1bnr/p1ppk1pp/2P2P2/6PK/2Q5/P1PP3N/5B1P/2R4R b - - 0 57
58,e7d6,LLAMA,764.024199997948,9999,r1bq1bnr/p1pp2pp/2Pk1P2/6PK/2Q5/P1PP3N/5B1P/2R4R w - - 1 58
58,c1b1,RANDOM,0.0805000017862767,522,r1bq1bnr/p1pp2pp/2Pk1P2/6PK/2Q5/P1PP3N/5B1P/1R5R b - - 2 58
59,d8e8,LLAMA,857.6577999992878,627,r1b1qbnr/p1pp2pp/2Pk1P2/6PK/2Q5/P1PP3N/5B1P/1R5R w - - 3 59
59,h5h4,RANDOM,0.04280000212020241,726,r1b1qbnr/p1pp2pp/2Pk1P2/6P1/2Q4K/P1PP3N/5B1P/1R5R b - - 4 59
60,e8e7,LLAMA,988.3354000012332,9998,r1b2bnr/p1ppq1pp/2Pk1P2/6P1/2Q4K/P1PP3N/5B1P/1R5R w - - 5 60
60,f2d4,RANDOM,0.08689999958733097,737,r1b2bnr/p1ppq1pp/2Pk1P2/6P1/2QB3K/P1PP3N/7P/1R5R b - - 6 60
61,e7e8,LLAMA,937.4960999994073,9998,r1b1qbnr/p1pp2pp/2Pk1P2/6P1/2QB3K/P1PP3N/7P/1R5R w - - 7 61
61,h1e1,RANDOM,0.07479999840143137,9994,r1b1qbnr/p1pp2pp/2Pk1P2/6P1/2QB3K/P1PP3N/7P/1R2R3 b - - 8 61
62,e8e7,LLAMA,997.7486000025237,9999,r1b2bnr/p1ppq1pp/2Pk1P2/6P1/2QB3K/P1PP3N/7P/1R2R3 w - - 9 62
62,c4a2,RANDOM,0.08410000009462237,558,r1b2bnr/p1ppq1pp/2Pk1P2/6P1/3B3K/P1PP3N/Q6P/1R2R3 b - - 10 62
63,e7e8,LLAMA,949.9514999988605,9994,r1b1qbnr/p1pp2pp/2Pk1P2/6P1/3B3K/P1PP3N/Q6P/1R2R3 w - - 11 63
63,a2b3,RANDOM,0.07559999721706845,913,r1b1qbnr/p1pp2pp/2Pk1P2/6P1/3B3K/PQPP3N/7P/1R2R3 b - - 12 63
64,e8e7,LLAMA,962.3002000007546,9997,r1b2bnr/p1ppq1pp/2Pk1P2/6P1/3B3K/PQPP3N/7P/1R2R3 w - - 13 64
64,h4g3,RANDOM,0.09249999857274815,9986,r1b2bnr/p1ppq1pp/2Pk1P2/6P1/3B4/PQPP2KN/7P/1R2R3 b - - 14 64
65,e7e8,LLAMA,948.5635999990336,9997,r1b1qbnr/p1pp2pp/2Pk1P2/6P1/3B4/PQPP2KN/7P/1R2R3 w - - 15 65
65,f6f7,RANDOM,0.08990000060293823,9992,r1b1qbnr/p1pp1Ppp/2Pk4/6P1/3B4/PQPP2KN/7P/1R2R3 b - - 0 65
66,e8e7,LLAMA,1054.8931999983324,9997,r1b2bnr/p1ppqPpp/2Pk4/6P1/3B4/PQPP2KN/7P/1R2R3 w - - 1 66
66,d4f2,RANDOM,0.09180000051856041,817,r1b2bnr/p1ppqPpp/2Pk4/6P1/8/PQPP2KN/5B1P/1R2R3 b - - 2 66
67,e7e8,LLAMA,963.0939999988186,9998,r1b1qbnr/p1pp1Ppp/2Pk4/6P1/8/PQPP2KN/5B1P/1R2R3 w - - 3 67
67,e1e8,RANDOM,0.11929999891435727,9995,r1b1Rbnr/p1pp1Ppp/2Pk4/6P1/8/PQPP2KN/5B1P/1R6 b - - 0 67
68,g8e7,LLAMA,831.4654999994673,9995,r1b1Rb1r/p1ppnPpp/2Pk4/6P1/8/PQPP2KN/5B1P/1R6 w - - 1 68
68,b3d5,RANDOM,0.07589999950141646,213,r1b1Rb1r/p1ppnPpp/2Pk4/3Q2P1/8/P1PP2KN/5B1P/1R6 b - - 2 68
69,d6d5,LLAMA,679.611899999145,432,r1b1Rb1r/p1ppnPpp/2P5/3k2P1/8/P1PP2KN/5B1P/1R6 w - - 0 69
69,b1b7,RANDOM,0.12719999722321518,-112,r1b1Rb1r/pRppnPpp/2P5/3k2P1/8/P1PP2KN/5B1P/8 b - - 1 69
70,e7g8,LLAMA,856.0471999990114,648,r1b1Rbnr/pRpp1Ppp/2P5/3k2P1/8/P1PP2KN/5B1P/8 w - - 2 70
70,h3f4,RANDOM,0.07410000034724362,560,r1b1Rbnr/pRpp1Ppp/2P5/3k2P1/5N2/P1PP2K1/5B1P/8 b - - 3 70
71,d5d6,LLAMA,653.429199999664,693,r1b1Rbnr/pRpp1Ppp/2Pk4/6P1/5N2/P1PP2K1/5B1P/8 w - - 4 71
71,e8c8,RANDOM,0.07840000034775585,-158,r1R2bnr/pRpp1Ppp/2Pk4/6P1/5N2/P1PP2K1/5B1P/8 b - - 0 71
72,g8e7,LLAMA,805.7841999980155,723,r1R2b1r/pRppnPpp/2Pk4/6P1/5N2/P1PP2K1/5B1P/8 w - - 1 72
72,h2h4,RANDOM,0.07890000051702373,-237,r1R2b1r/pRppnPpp/2Pk4/6P1/5N1P/P1PP2K1/5B2/8 b - - 0 72
73,e7g8,LLAMA,854.5106000019587,1236,r1R2bnr/pRpp1Ppp/2Pk4/6P1/5N1P/P1PP2K1/5B2/8 w - - 1 73
73,f2e3,RANDOM,0.07469999763998203,-85,r1R2bnr/pRpp1Ppp/2Pk4/6P1/5N1P/P1PPB1K1/8/8 b - - 2 73
74,g8e7,LLAMA,845.977099997981,729,r1R2b1r/pRppnPpp/2Pk4/6P1/5N1P/P1PPB1K1/8/8 w - - 3 74
74,e3g1,RANDOM,0.0732000007701572,-226,r1R2b1r/pRppnPpp/2Pk4/6P1/5N1P/P1PP2K1/8/6B1 b - - 4 74
75,e7g8,LLAMA,954.0471000000252,9994,r1R2bnr/pRpp1Ppp/2Pk4/6P1/5N1P/P1PP2K1/8/6B1 w - - 5 75
75,g1a7,RANDOM,0.08239999806392007,-65,r1R2bnr/BRpp1Ppp/2Pk4/6P1/5N1P/P1PP2K1/8/8 b - - 0 75
76,g8e7,LLAMA,871.7591999993601,787,r1R2b1r/BRppnPpp/2Pk4/6P1/5N1P/P1PP2K1/8/8 w - - 1 76
76,g5g6,RANDOM,0.07230000119307078,-264,r1R2b1r/BRppnPpp/2Pk2P1/8/5N1P/P1PP2K1/8/8 b - - 0 76
77,e7g8,LLAMA,862.2749999994994,9994,r1R2bnr/BRpp1Ppp/2Pk2P1/8/5N1P/P1PP2K1/8/8 w - - 1 77
77,a7b8,RANDOM,0.07539999933214858,803,rBR2bnr/1Rpp1Ppp/2Pk2P1/8/5N1P/P1PP2K1/8/8 b - - 2 77
78,g8e7,LLAMA,862.724899998284,913,rBR2b1r/1RppnPpp/2Pk2P1/8/5N1P/P1PP2K1/8/8 w - - 3 78
78,b7b4,RANDOM,0.06799999755457975,0,rBR2b1r/2ppnPpp/2Pk2P1/8/1R3N1P/P1PP2K1/8/8 b - - 4 78
79,e7g8,LLAMA,914.1431999996712,9996,rBR2bnr/2pp1Ppp/2Pk2P1/8/1R3N1P/P1PP2K1/8/8 w - - 5 79
79,c8f8,RANDOM,0.0810999990790151,966,rB3Rnr/2pp1Ppp/2Pk2P1/8/1R3N1P/P1PP2K1/8/8 b - - 0 79
80,g8e7,LLAMA,938.3180000004359,1091,rB3R1r/2ppnPpp/2Pk2P1/8/1R3N1P/P1PP2K1/8/8 w - - 1 80
80,b4d4,RANDOM,0.06930000017746352,1000,rB3R1r/2ppnPpp/2Pk2P1/8/3R1N1P/P1PP2K1/8/8 b - - 2 80
81,e7d5,LLAMA,779.5740999972622,9993,rB3R1r/2pp1Ppp/2Pk2P1/3n4/3R1N1P/P1PP2K1/8/8 w - - 3 81
81,f8h8,RANDOM,0.06750000102329068,9994,rB5R/2pp1Ppp/2Pk2P1/3n4/3R1N1P/P1PP2K1/8/8 b - - 0 81
82,a8b8,LLAMA,830.4453999990073,9996,1r5R/2pp1Ppp/2Pk2P1/3n4/3R1N1P/P1PP2K1/8/8 w - - 0 82
82,g3h3,RANDOM,0.06909999865456484,791,1r5R/2pp1Ppp/2Pk2P1/3n4/3R1N1P/P1PP3K/8/8 b - - 1 82
83,b8h8,LLAMA,929.4890999990457,843,7r/2pp1Ppp/2Pk2P1/3n4/3R1N1P/P1PP3K/8/8 w - - 0 83
83,f7f8q,RANDOM,0.05400000009103678,607,5Q1r/2pp2pp/2Pk2P1/3n4/3R1N1P/P1PP3K/8/8 b - - 0 83
84,d6c6,LLAMA,705.4492000024766,1005,5Q1r/2pp2pp/2k3P1/3n4/3R1N1P/P1PP3K/8/8 w - - 0 84
84,g6h7,RANDOM,0.060299997130641714,629,5Q1r/2pp2pP/2k5/3n4/3R1N1P/P1PP3K/8/8 b - - 0 84
85,d5e7,LLAMA,871.2666000028548,9993,5Q1r/2ppn1pP/2k5/8/3R1N1P/P1PP3K/8/8 w - - 1 85
85,f4g2,RANDOM,0.07479999840143137,414,5Q1r/2ppn1pP/2k5/8/3R3P/P1PP3K/6N1/8 b - - 2 85
