move_number,move_uci,player_name,time_taken_ms,centipawn_score,board_fen
8,h7g8q,PHI,3919.926399998076,430,rnbq1bQr/ppppkpp1/8/4p3/4P3/7N/PPPP1P1P/RNBQKB1R b KQ - 0 8
9,e7e8,LLAMA,6258.787399998255,842,rnbqkbQr/pppp1pp1/8/4p3/4P3/7N/PPPP1P1P/RNBQKB1R w KQ - 1 9
9,g8h8,PHI,3869.3162999989,829,rnbqkb1Q/pppp1pp1/8/4p3/4P3/7N/PPPP1P1P/RNBQKB1R b KQ - 0 9
10,e8e7,LLAMA,6160.393900001509,980,rnbq1b1Q/ppppkpp1/8/4p3/4P3/7N/PPPP1P1P/RNBQKB1R w KQ - 1 10
10,d2d4,PHI,3930.842900001153,1011,rnbq1b1Q/ppppkpp1/8/4p3/3PP3/7N/PPP2P1P/RNBQKB1R b KQ - 0 10
11,d8e8,LLAMA,6233.8687000010395,1049,rnb1qb1Q/ppppkpp1/8/4p3/3PP3/7N/PPP2P1P/RNBQKB1R w KQ - 1 11
11,h8g8,PHI,3963.4870999980194,967,rnb1qbQ1/ppppkpp1/8/4p3/3PP3/7N/PPP2P1P/RNBQKB1R b KQ - 2 11
12,e7f6,LLAMA,6248.664499998995,9993,rnb1qbQ1/pppp1pp1/5k2/4p3/3PP3/7N/PPP2P1P/RNBQKB1R w KQ - 3 12
12,g8h8,PHI,3888.8242000030004,909,rnb1qb1Q/pppp1pp1/5k2/4p3/3PP3/7N/PPP2P1P/RNBQKB1R b KQ - 4 12
13,e8d8,LLAMA,6207.926099999895,9993,rnbq1b1Q/pppp1pp1/5k2/4p3/3PP3/7N/PPP2P1P/RNBQKB1R w KQ - 5 13
13,h8f8,PHI,3881.29150000168,962,rnbq1Q2/pppp1pp1/5k2/4p3/3PP3/7N/PPP2P1P/RNBQKB1R b KQ - 0 13
14,d8e8,LLAMA,6041.190400002961,9998,rnb1qQ2/pppp1pp1/5k2/4p3/3PP3/7N/PPP2P1P/RNBQKB1R w KQ - 1 14
14,f1e2,PHI,3899.917300001107,958,rnb1qQ2/pppp1pp1/5k2/4p3/3PP3/7N/PPP1BP1P/RNBQK2R b KQ - 2 14
15,e8f8,LLAMA,6165.167399998609,966,rnb2q2/pppp1pp1/5k2/4p3/3PP3/7N/PPP1BP1P/RNBQK2R w KQ - 0 15
15,e2g4,PHI,14381.716399999277,838,rnb2q2/pppp1pp1/5k2/4p3/3PP1B1/7N/PPP2P1P/RNBQK2R b KQ - 1 15
16,f8h8,LLAMA,6156.656200000725,9998,rnb4q/pppp1pp1/5k2/4p3/3PP1B1/7N/PPP2P1P/RNBQK2R w KQ - 2 16
16,g4d7,PHI,3990.7464000025357,701,rnb4q/pppB1pp1/5k2/4p3/3PP3/7N/PPP2P1P/RNBQK2R b KQ - 0 16
17,e5d4,LLAMA,6232.57029999877,928,rnb4q/pppB1pp1/5k2/8/3pP3/7N/PPP2P1P/RNBQK2R w KQ - 0 17
17,d1d2,PHI,3830.15929999965,741,rnb4q/pppB1pp1/5k2/8/3pP3/7N/PPPQ1P1P/RNB1K2R b KQ - 1 17
18,b8d7,LLAMA,6248.461700000917,818,r1b4q/pppn1pp1/5k2/8/3pP3/7N/PPPQ1P1P/RNB1K2R w KQ - 0 18
18,e4e5,PHI,3828.8683999999193,508,r1b4q/pppn1pp1/5k2/4P3/3p4/7N/PPPQ1P1P/RNB1K2R b KQ - 0 18
19,f6e7,LLAMA,6017.9666000003635,555,r1b4q/pppnkpp1/8/4P3/3p4/7N/PPPQ1P1P/RNB1K2R w KQ - 1 19
19,e1e2,PHI,3786.9843000007677,307,r1b4q/pppnkpp1/8/4P3/3p4/7N/PPPQKP1P/RNB4R b - - 2 19
20,e7f8,LLAMA,6325.6805000019085,375,r1b2k1q/pppn1pp1/8/4P3/3p4/7N/PPPQKP1P/RNB4R w - - 3 20
20,e2e1,PHI,3921.791499997198,322,r1b2k1q/pppn1pp1/8/4P3/3p4/7N/PPPQ1P1P/RNB1K2R b - - 4 20
21,b7b5,LLAMA,6200.219300000754,462,r1b2k1q/p1pn1pp1/8/1p2P3/3p4/7N/PPPQ1P1P/RNB1K2R w - - 0 21
21,e1e2,PHI,3912.2547000006307,177,r1b2k1q/p1pn1pp1/8/1p2P3/3p4/7N/PPPQKP1P/RNB4R b - - 1 21
22,b5b4,LLAMA,6251.230199999554,267,r1b2k1q/p1pn1pp1/8/4P3/1p1p4/7N/PPPQKP1P/RNB4R w - - 0 22
22,e2e1,PHI,3862.904500001605,181,r1b2k1q/p1pn1pp1/8/4P3/1p1p4/7N/PPPQ1P1P/RNB1K2R b - - 1 22
23,b4b3,LLAMA,6243.160600002739,420,r1b2k1q/p1pn1pp1/8/4P3/3p4/1p5N/PPPQ1P1P/RNB1K2R w - - 0 23
23,e1e2,PHI,3904.404799999611,-163,r1b2k1q/p1pn1pp1/8/4P3/3p4/1p5N/PPPQKP1P/RNB4R b - - 1 23
24,b3c2,LLAMA,6092.141500001162,121,r1b2k1q/p1pn1pp1/8/4P3/3p4/7N/PPpQKP1P/RNB4R w - - 0 24
24,e2e1,PHI,3878.740600001038,-278,r1b2k1q/p1pn1pp1/8/4P3/3p4/7N/PPpQ1P1P/RNB1K2R b - - 1 24
25,c2b1q,LLAMA,6350.3866999999445,-304,r1b2k1q/p1pn1pp1/8/4P3/3p4/7N/PP1Q1P1P/RqB1K2R w - - 0 25
25,d2e3,PHI,3886.7759999993723,-691,r1b2k1q/p1pn1pp1/8/4P3/3p4/4Q2N/PP3P1P/RqB1K2R b - - 1 25
26,b1h7,LLAMA,6317.015600001469,-469,r1b2k1q/p1pn1ppq/8/4P3/3p4/4Q2N/PP3P1P/R1B1K2R w - - 2 26
26,e3e4,PHI,3839.2736999994668,-9990,r1b2k1q/p1pn1ppq/8/4P3/3pQ3/7N/PP3P1P/R1B1K2R b - - 3 26
27,d7b8,LLAMA,6165.529699999752,-379,rnb2k1q/p1p2ppq/8/4P3/3pQ3/7N/PP3P1P/R1B1K2R w - - 4 27
27,e4e2,PHI,4038.1594999998924,-579,rnb2k1q/p1p2ppq/8/4P3/3p4/7N/PP2QP1P/R1B1K2R b - - 5 27
28,b8d7,LLAMA,6241.88249999861,-401,r1b2k1q/p1pn1ppq/8/4P3/3p4/7N/PP2QP1P/R1B1K2R w - - 6 28
28,e2e4,PHI,3838.76820000296,-9989,r1b2k1q/p1pn1ppq/8/4P3/3pQ3/7N/PP3P1P/R1B1K2R b - - 7 28
29,d7b8,LLAMA,6249.448999999004,-359,rnb2k1q/p1p2ppq/8/4P3/3pQ3/7N/PP3P1P/R1B1K2R w - - 8 29
29,e4e2,PHI,3211.6979000020365,-603,rnb2k1q/p1p2ppq/8/4P3/3p4/7N/PP2QP1P/R1B1K2R b - - 9 29
30,b8d7,LLAMA,983.104099999764,0,r1b2k1q/p1pn1ppq/8/4P3/3p4/7N/PP2QP1P/R1B1K2R w - - 10 30
30,e2e4,PHI,464.0127999991819,-9993,r1b2k1q/p1pn1ppq/8/4P3/3pQ3/7N/PP3P1P/R1B1K2R b - - 11 30
31,d7b8,LLAMA,974.5894000006956,0,rnb2k1q/p1p2ppq/8/4P3/3pQ3/7N/PP3P1P/R1B1K2R w - - 12 31
31,e4e2,PHI,489.1619999980321,-597,rnb2k1q/p1p2ppq/8/4P3/3p4/7N/PP2QP1P/R1B1K2R b - - 13 31
32,b8d7,LLAMA,966.5994999995746,0,r1b2k1q/p1pn1ppq/8/4P3/3p4/7N/PP2QP1P/R1B1K2R w - - 14 32
32,e2e4,PHI,471.90670000054524,-9994,r1b2k1q/p1pn1ppq/8/4P3/3pQ3/7N/PP3P1P/R1B1K2R b - - 15 32
33,d7b8,LLAMA,973.0664000016986,0,rnb2k1q/p1p2ppq/8/4P3/3pQ3/7N/PP3P1P/R1B1K2R w - - 16 33
33,e4e2,PHI,480.59330000251066,-631,rnb2k1q/p1p2ppq/8/4P3/3p4/7N/PP2QP1P/R1B1K2R b - - 17 33
34,b8d7,LLAMA,1015.8454000011261,0,r1b2k1q/p1pn1ppq/8/4P3/3p4/7N/PP2QP1P/R1B1K2R w - - 18 34
34,e2e4,PHI,448.10210000287043,-9994,r1b2k1q/p1pn1ppq/8/4P3/3pQ3/7N/PP3P1P/R1B1K2R b - - 19 34
