move_number,move_uci,player_name,time_taken_ms,centipawn_score,board_fen
11,b5b4,LLAMA,12429.959500001132,-38,r1bq1kNr/p1pp1pp1/2n5/8/1p6/6K1/PPPPP1PP/R1BQ1B1R w - - 0 11
11,g8e7,GEMMA,36196.72309999805,-138,r1bq1k1r/p1ppNpp1/2n5/8/1p6/6K1/PPPPP1PP/R1BQ1B1R b - - 1 11
12,b4b3,LLAMA,12397.009600001184,94,r1bq1k1r/p1ppNpp1/2n5/8/8/1p4K1/PPPPP1PP/R1BQ1B1R w - - 0 12
12,e7g8,GEMMA,36338.21779999926,-9989,r1bq1kNr/p1pp1pp1/2n5/8/8/1p4K1/PPPPP1PP/R1BQ1B1R b - - 1 12
13,b3c2,LLAMA,12479.709499999444,-779,r1bq1kNr/p1pp1pp1/2n5/8/8/6K1/PPpPP1PP/R1BQ1B1R w - - 0 13
13,g3g4,GEMMA,36038.10700000031,-9997,r1bq1kNr/p1pp1pp1/2n5/8/6K1/8/PPpPP1PP/R1BQ1B1R b - - 1 13
14,c2d1q,LLAMA,12622.575000001234,-1157,r1bq1kNr/p1pp1pp1/2n5/8/6K1/8/PP1PP1PP/R1Bq1B1R w - - 0 14
14,g4f5,GEMMA,36503.908099999535,-9995,r1bq1kNr/p1pp1pp1/2n5/5K2/8/8/PP1PP1PP/R1Bq1B1R b - - 1 14
15,d1e2,LLAMA,12573.538499997085,-9991,r1bq1kNr/p1pp1pp1/2n5/5K2/8/8/PP1Pq1PP/R1B2B1R w - - 0 15
15,g8e7,GEMMA,36271.260900000925,-9997,r1bq1k1r/p1ppNpp1/2n5/5K2/8/8/PP1Pq1PP/R1B2B1R b - - 1 15
16,e2e7,LLAMA,12639.713199998369,-9997,r1bq1k1r/p1ppqpp1/2n5/5K2/8/8/PP1P2PP/R1B2B1R w - - 0 16
16,f5g4,GEMMA,36013.135899996996,-9998,r1bq1k1r/p1ppqpp1/2n5/8/6K1/8/PP1P2PP/R1B2B1R b - - 1 16
17,e7e8,LLAMA,12598.444200000813,-9997,r1bqqk1r/p1pp1pp1/2n5/8/6K1/8/PP1P2PP/R1B2B1R w - - 2 17
17,g4f5,GEMMA,36398.33540000109,-9998,r1bqqk1r/p1pp1pp1/2n5/5K2/8/8/PP1P2PP/R1B2B1R b - - 3 17
18,e8e7,LLAMA,12547.486400002526,-9997,r1bq1k1r/p1ppqpp1/2n5/5K2/8/8/PP1P2PP/R1B2B1R w - - 4 18
18,f5g4,GEMMA,36040.04559999885,-9998,r1bq1k1r/p1ppqpp1/2n5/8/6K1/8/PP1P2PP/R1B2B1R b - - 5 18
19,e7e8,LLAMA,12564.029500001197,-9997,r1bqqk1r/p1pp1pp1/2n5/8/6K1/8/PP1P2PP/R1B2B1R w - - 6 19
19,g4f5,GEMMA,36337.64499999961,-9998,r1bqqk1r/p1pp1pp1/2n5/5K2/8/8/PP1P2PP/R1B2B1R b - - 7 19
20,e8e7,LLAMA,12541.10320000109,0,r1bq1k1r/p1ppqpp1/2n5/5K2/8/8/PP1P2PP/R1B2B1R w - - 8 20
20,f5g4,GEMMA,36004.854399998294,-9998,r1bq1k1r/p1ppqpp1/2n5/8/6K1/8/PP1P2PP/R1B2B1R b - - 9 20
21,e7e8,LLAMA,12606.124800000543,0,r1bqqk1r/p1pp1pp1/2n5/8/6K1/8/PP1P2PP/R1B2B1R w - - 10 21
21,g4f5,GEMMA,36888.75339999868,-9998,r1bqqk1r/p1pp1pp1/2n5/5K2/8/8/PP1P2PP/R1B2B1R b - - 11 21
22,e8e7,LLAMA,12507.929600000352,0,r1bq1k1r/p1ppqpp1/2n5/5K2/8/8/PP1P2PP/R1B2B1R w - - 12 22
22,f5g4,GEMMA,36053.01509999845,-9998,r1bq1k1r/p1ppqpp1/2n5/8/6K1/8/PP1P2PP/R1B2B1R b - - 13 22
23,e7e8,LLAMA,12637.856099998316,0,r1bqqk1r/p1pp1pp1/2n5/8/6K1/8/PP1P2PP/R1B2B1R w - - 14 23
23,g4f5,GEMMA,36205.14019999973,-9998,r1bqqk1r/p1pp1pp1/2n5/5K2/8/8/PP1P2PP/R1B2B1R b - - 15 23
24,e8e7,LLAMA,12514.928399999917,0,r1bq1k1r/p1ppqpp1/2n5/5K2/8/8/PP1P2PP/R1B2B1R w - - 16 24
