move_number,move_uci,player_name,time_taken_ms,centipawn_score,board_fen
11,h8g8,PHI,581.0530000017025,80,rnbq1br1/pppp1k1p/5p1n/P3p3/3PP2P/6PN/RPP1Kp2/1NBQ1B1R w - - 1 11
11,c1h6,RANDOM,0.08229999366449192,-67,rnbq1br1/pppp1k1p/5p1B/P3p3/3PP2P/6PN/RPP1Kp2/1N1Q1B1R b - - 0 11
12,g8g7,PHI,604.9073000031058,442,rnbq1b2/pppp1krp/5p1B/P3p3/3PP2P/6PN/RPP1Kp2/1N1Q1B1R w - - 1 12
12,h6f4,RANDOM,0.07800000457791612,101,rnbq1b2/pppp1krp/5p2/P3p3/3PPB1P/6PN/RPP1Kp2/1N1Q1B1R b - - 2 12
13,f7e8,PHI,611.9567999994615,319,rnbqkb2/pppp2rp/5p2/P3p3/3PPB1P/6PN/RPP1Kp2/1N1Q1B1R w - - 3 13
13,a2a4,RANDOM,0.07420000474667177,262,rnbqkb2/pppp2rp/5p2/P3p3/R2PPB1P/6PN/1PP1Kp2/1N1Q1B1R b - - 4 13
14,e5f4,PHI,645.962899994629,246,rnbqkb2/pppp2rp/5p2/P7/R2PPp1P/6PN/1PP1Kp2/1N1Q1B1R w - - 0 14
14,a4b4,RANDOM,0.13380000018514693,-363,rnbqkb2/pppp2rp/5p2/P7/1R1PPp1P/6PN/1PP1Kp2/1N1Q1B1R b - - 1 14
15,f8e7,PHI,588.8784999988275,-187,rnbqk3/ppppb1rp/5p2/P7/1R1PPp1P/6PN/1PP1Kp2/1N1Q1B1R w - - 2 15
15,h3f2,RANDOM,0.0777000022935681,-357,rnbqk3/ppppb1rp/5p2/P7/1R1PPp1P/6P1/1PP1KN2/1N1Q1B1R b - - 0 15
16,e8f8,PHI,641.8035000024247,-200,rnbq1k2/ppppb1rp/5p2/P7/1R1PPp1P/6P1/1PP1KN2/1N1Q1B1R w - - 1 16
16,h1h3,RANDOM,0.07249999907799065,-473,rnbq1k2/ppppb1rp/5p2/P7/1R1PPp1P/6PR/1PP1KN2/1N1Q1B2 b - - 2 16
17,f8e8,PHI,585.683400000562,-72,rnbqk3/ppppb1rp/5p2/P7/1R1PPp1P/6PR/1PP1KN2/1N1Q1B2 w - - 3 17
17,b4c4,RANDOM,0.07550000009359792,-241,rnbqk3/ppppb1rp/5p2/P7/2RPPp1P/6PR/1PP1KN2/1N1Q1B2 b - - 4 17
18,e8f8,PHI,622.7414999957546,-162,rnbq1k2/ppppb1rp/5p2/P7/2RPPp1P/6PR/1PP1KN2/1N1Q1B2 w - - 5 18
18,c4c7,RANDOM,0.07190000178525224,-347,rnbq1k2/ppRpb1rp/5p2/P7/3PPp1P/6PR/1PP1KN2/1N1Q1B2 b - - 0 18
19,f8e8,PHI,595.1000999993994,79,rnbqk3/ppRpb1rp/5p2/P7/3PPp1P/6PR/1PP1KN2/1N1Q1B2 w - - 1 19
19,b1a3,RANDOM,0.07080000068526715,-353,rnbqk3/ppRpb1rp/5p2/P7/3PPp1P/N5PR/1PP1KN2/3Q1B2 b - - 2 19
20,e8f8,PHI,622.4166000029072,-41,rnbq1k2/ppRpb1rp/5p2/P7/3PPp1P/N5PR/1PP1KN2/3Q1B2 w - - 3 20
20,b2b4,RANDOM,0.08380000508623198,-381,rnbq1k2/ppRpb1rp/5p2/P7/1P1PPp1P/N5PR/2P1KN2/3Q1B2 b - - 0 20
21,d8e8,PHI,663.6886999986018,-27,rnb1qk2/ppRpb1rp/5p2/P7/1P1PPp1P/N5PR/2P1KN2/3Q1B2 w - - 1 21
21,g3f4,RANDOM,0.0748999955249019,-53,rnb1qk2/ppRpb1rp/5p2/P7/1P1PPP1P/N6R/2P1KN2/3Q1B2 b - - 0 21
22,e8g6,PHI,677.586900004826,609,rnb2k2/ppRpb1rp/5pq1/P7/1P1PPP1P/N6R/2P1KN2/3Q1B2 w - - 1 22
22,f2d3,RANDOM,0.07419999747071415,-105,rnb2k2/ppRpb1rp/5pq1/P7/1P1PPP1P/N2N3R/2P1K3/3Q1B2 b - - 2 22
23,f8e8,PHI,636.2880000015139,621,rnb1k3/ppRpb1rp/5pq1/P7/1P1PPP1P/N2N3R/2P1K3/3Q1B2 w - - 3 23
23,d3c1,RANDOM,0.07320000440813601,-142,rnb1k3/ppRpb1rp/5pq1/P7/1P1PPP1P/N6R/2P1K3/2NQ1B2 b - - 4 23
24,e8f8,PHI,615.2793999935966,561,rnb2k2/ppRpb1rp/5pq1/P7/1P1PPP1P/N6R/2P1K3/2NQ1B2 w - - 5 24
24,e2e1,RANDOM,0.07560000085504726,-126,rnb2k2/ppRpb1rp/5pq1/P7/1P1PPP1P/N6R/2P5/2NQKB2 b - - 6 24
25,f8e8,PHI,564.2574999947101,596,rnb1k3/ppRpb1rp/5pq1/P7/1P1PPP1P/N6R/2P5/2NQKB2 w - - 7 25
25,h3e3,RANDOM,0.07099999493220821,65,rnb1k3/ppRpb1rp/5pq1/P7/1P1PPP1P/N3R3/2P5/2NQKB2 b - - 8 25
26,e8d8,PHI,572.5228000010247,198,rnbk4/ppRpb1rp/5pq1/P7/1P1PPP1P/N3R3/2P5/2NQKB2 w - - 9 26
26,c7c5,RANDOM,0.06959999882383272,81,rnbk4/pp1pb1rp/5pq1/P1R5/1P1PPP1P/N3R3/2P5/2NQKB2 b - - 10 26
27,d7d6,PHI,596.3954999970156,235,rnbk4/pp2b1rp/3p1pq1/P1R5/1P1PPP1P/N3R3/2P5/2NQKB2 w - - 0 27
27,e3h3,RANDOM,0.07370000093942508,-454,rnbk4/pp2b1rp/3p1pq1/P1R5/1P1PPP1P/N6R/2P5/2NQKB2 b - - 1 27
28,d8e8,PHI,589.5730999982334,512,rnb1k3/pp2b1rp/3p1pq1/P1R5/1P1PPP1P/N6R/2P5/2NQKB2 w - - 2 28
28,c5b5,RANDOM,0.07219999679364264,-237,rnb1k3/pp2b1rp/3p1pq1/PR6/1P1PPP1P/N6R/2P5/2NQKB2 b - - 3 28
29,e8d8,PHI,613.5115999932168,230,rnbk4/pp2b1rp/3p1pq1/PR6/1P1PPP1P/N6R/2P5/2NQKB2 w - - 4 29
29,c1a2,RANDOM,0.06799999391660094,-348,rnbk4/pp2b1rp/3p1pq1/PR6/1P1PPP1P/N6R/N1P5/3QKB2 b - - 5 29
30,d8e8,PHI,648.0111999990186,277,rnb1k3/pp2b1rp/3p1pq1/PR6/1P1PPP1P/N6R/N1P5/3QKB2 w - - 6 30
30,f1d3,RANDOM,0.06920000305399299,-282,rnb1k3/pp2b1rp/3p1pq1/PR6/1P1PPP1P/N2B3R/N1P5/3QK3 b - - 7 30
31,e8f8,PHI,660.1660000014817,86,rnb2k2/pp2b1rp/3p1pq1/PR6/1P1PPP1P/N2B3R/N1P5/3QK3 w - - 8 31
31,f4f5,RANDOM,0.07300000288523734,61,rnb2k2/pp2b1rp/3p1pq1/PR3P2/1P1PP2P/N2B3R/N1P5/3QK3 b - - 0 31
32,f8e8,PHI,578.0808999988949,585,rnb1k3/pp2b1rp/3p1pq1/PR3P2/1P1PP2P/N2B3R/N1P5/3QK3 w - - 1 32
32,c2c3,RANDOM,0.07709999772487208,-27,rnb1k3/pp2b1rp/3p1pq1/PR3P2/1P1PP2P/N1PB3R/N7/3QK3 b - - 0 32
33,e8f8,PHI,599.8522000008961,647,rnb2k2/pp2b1rp/3p1pq1/PR3P2/1P1PP2P/N1PB3R/N7/3QK3 w - - 1 33
33,d1g4,RANDOM,0.07409999670926481,-658,rnb2k2/pp2b1rp/3p1pq1/PR3P2/1P1PP1QP/N1PB3R/N7/4K3 b - - 2 33
34,f8e8,PHI,584.6588999993401,328,rnb1k3/pp2b1rp/3p1pq1/PR3P2/1P1PP1QP/N1PB3R/N7/4K3 w - - 3 34
34,g4f3,RANDOM,0.07470000127796084,201,rnb1k3/pp2b1rp/3p1pq1/PR3P2/1P1PP2P/N1PB1Q1R/N7/4K3 b - - 4 34
35,e8f8,PHI,672.9568000009749,721,rnb2k2/pp2b1rp/3p1pq1/PR3P2/1P1PP2P/N1PB1Q1R/N7/4K3 w - - 5 35
35,d3c2,RANDOM,0.07210000330815092,142,rnb2k2/pp2b1rp/3p1pq1/PR3P2/1P1PP2P/N1P2Q1R/N1B5/4K3 b - - 6 35
36,g7g8,PHI,593.7000999983866,695,rnb2kr1/pp2b2p/3p1pq1/PR3P2/1P1PP2P/N1P2Q1R/N1B5/4K3 w - - 7 36
36,a2c1,RANDOM,0.07419999747071415,271,rnb2kr1/pp2b2p/3p1pq1/PR3P2/1P1PP2P/N1P2Q1R/2B5/2N1K3 b - - 8 36
37,g8h8,PHI,638.169800004107,698,rnb2k1r/pp2b2p/3p1pq1/PR3P2/1P1PP2P/N1P2Q1R/2B5/2N1K3 w - - 9 37
37,c2d1,RANDOM,0.07609999738633633,362,rnb2k1r/pp2b2p/3p1pq1/PR3P2/1P1PP2P/N1P2Q1R/8/2NBK3 b - - 10 37
38,g6h6,PHI,574.3336000014096,351,rnb2k1r/pp2b2p/3p1p1q/PR3P2/1P1PP2P/N1P2Q1R/8/2NBK3 w - - 11 38
38,b5d5,RANDOM,0.07200000254670158,68,rnb2k1r/pp2b2p/3p1p1q/P2R1P2/1P1PP2P/N1P2Q1R/8/2NBK3 b - - 12 38
39,h8g8,PHI,629.2070000054082,333,rnb2kr1/pp2b2p/3p1p1q/P2R1P2/1P1PP2P/N1P2Q1R/8/2NBK3 w - - 13 39
39,d1a4,RANDOM,0.06990000110818073,-286,rnb2kr1/pp2b2p/3p1p1q/P2R1P2/BP1PP2P/N1P2Q1R/8/2N1K3 b - - 14 39
40,g8h8,PHI,633.4156999946572,367,rnb2k1r/pp2b2p/3p1p1q/P2R1P2/BP1PP2P/N1P2Q1R/8/2N1K3 w - - 15 40
40,d5c5,RANDOM,0.0805000017862767,-275,rnb2k1r/pp2b2p/3p1p1q/P1R2P2/BP1PP2P/N1P2Q1R/8/2N1K3 b - - 16 40
41,h8g8,PHI,612.4970000018948,711,rnb2kr1/pp2b2p/3p1p1q/P1R2P2/BP1PP2P/N1P2Q1R/8/2N1K3 w - - 17 41
41,e1f2,RANDOM,0.08269999671028927,-199,rnb2kr1/pp2b2p/3p1p1q/P1R2P2/BP1PP2P/N1P2Q1R/5K2/2N5 b - - 18 41
42,g8h8,PHI,596.715799998492,777,rnb2k1r/pp2b2p/3p1p1q/P1R2P2/BP1PP2P/N1P2Q1R/5K2/2N5 w - - 19 42
42,a4d1,RANDOM,0.08460000390186906,-173,rnb2k1r/pp2b2p/3p1p1q/P1R2P2/1P1PP2P/N1P2Q1R/5K2/2NB4 b - - 20 42
43,h6h5,PHI,614.0186999982689,832,rnb2k1r/pp2b2p/3p1p2/P1R2P1q/1P1PP2P/N1P2Q1R/5K2/2NB4 w - - 21 43
43,a3c4,RANDOM,0.08119999984046444,-48,rnb2k1r/pp2b2p/3p1p2/P1R2P1q/1PNPP2P/2P2Q1R/5K2/2NB4 b - - 22 43
44,h5h6,PHI,613.959900001646,895,rnb2k1r/pp2b2p/3p1p1q/P1R2P2/1PNPP2P/2P2Q1R/5K2/2NB4 w - - 23 44
44,f2e2,RANDOM,0.08270000398624688,-145,rnb2k1r/pp2b2p/3p1p1q/P1R2P2/1PNPP2P/2P2Q1R/4K3/2NB4 b - - 24 44
45,h6h5,PHI,628.9914000008139,847,rnb2k1r/pp2b2p/3p1p2/P1R2P1q/1PNPP2P/2P2Q1R/4K3/2NB4 w - - 25 45
45,c4b6,RANDOM,0.08179999713320285,149,rnb2k1r/pp2b2p/1N1p1p2/P1R2P1q/1P1PP2P/2P2Q1R/4K3/2NB4 b - - 26 45
46,h5h6,PHI,606.4851999981329,839,rnb2k1r/pp2b2p/1N1p1p1q/P1R2P2/1P1PP2P/2P2Q1R/4K3/2NB4 w - - 27 46
46,b6a8,RANDOM,0.08040000102482736,215,Nnb2k1r/pp2b2p/3p1p1q/P1R2P2/1P1PP2P/2P2Q1R/4K3/2NB4 b - - 0 46
47,d6c5,PHI,624.9482999992324,192,Nnb2k1r/pp2b2p/5p1q/P1p2P2/1P1PP2P/2P2Q1R/4K3/2NB4 w - - 0 47
47,d1b3,RANDOM,0.12250000145286322,-8,Nnb2k1r/pp2b2p/5p1q/P1p2P2/1P1PP2P/1BP2Q1R/4K3/2N5 b - - 1 47
48,h8g8,PHI,621.6421000062837,327,Nnb2kr1/pp2b2p/5p1q/P1p2P2/1P1PP2P/1BP2Q1R/4K3/2N5 w - - 2 48
48,f3g2,RANDOM,0.08420000085607171,-878,Nnb2kr1/pp2b2p/5p1q/P1p2P2/1P1PP2P/1BP4R/4K1Q1/2N5 b - - 3 48
49,g8g7,PHI,609.8959000009927,73,Nnb2k2/pp2b1rp/5p1q/P1p2P2/1P1PP2P/1BP4R/4K1Q1/2N5 w - - 4 49
49,e2f2,RANDOM,0.08930000331019983,-724,Nnb2k2/pp2b1rp/5p1q/P1p2P2/1P1PP2P/1BP4R/5KQ1/2N5 b - - 5 49
50,c8e6,PHI,591.5279999971972,-33,Nn3k2/pp2b1rp/4bp1q/P1p2P2/1P1PP2P/1BP4R/5KQ1/2N5 w - - 6 50
50,c1d3,RANDOM,0.08230000094044954,-9992,Nn3k2/pp2b1rp/4bp1q/P1p2P2/1P1PP2P/1BPN3R/5KQ1/8 b - - 7 50
51,e6g8,PHI,654.6005999989575,-120,Nn3kb1/pp2b1rp/5p1q/P1p2P2/1P1PP2P/1BPN3R/5KQ1/8 w - - 8 51
51,d4c5,RANDOM,0.08510000043315813,-9992,Nn3kb1/pp2b1rp/5p1q/P1P2P2/1P2P2P/1BPN3R/5KQ1/8 b - - 0 51
52,g8f7,PHI,559.8864999992657,-98,Nn3k2/pp2bbrp/5p1q/P1P2P2/1P2P2P/1BPN3R/5KQ1/8 w - - 1 52
52,b3a4,RANDOM,0.08489999891025946,-9995,Nn3k2/pp2bbrp/5p1q/P1P2P2/BP2P2P/2PN3R/5KQ1/8 b - - 2 52
53,b8c6,PHI,606.1955999975908,49,N4k2/pp2bbrp/2n2p1q/P1P2P2/BP2P2P/2PN3R/5KQ1/8 w - - 3 53
53,h3h2,RANDOM,0.09889999637380242,-613,N4k2/pp2bbrp/2n2p1q/P1P2P2/BP2P2P/2PN4/5KQR/8 b - - 4 53
54,g7g5,PHI,741.1798000030103,558,N4k2/pp2bb1p/2n2p1q/P1P2Pr1/BP2P2P/2PN4/5KQR/8 w - - 5 54
54,d3e5,RANDOM,0.07480000203941017,-659,N4k2/pp2bb1p/2n2p1q/P1P1NPr1/BP2P2P/2P5/5KQR/8 b - - 6 54
55,f7e8,PHI,613.9001000046846,602,N3bk2/pp2b2p/2n2p1q/P1P1NPr1/BP2P2P/2P5/5KQR/8 w - - 7 55
55,g2f1,RANDOM,0.07660000119358301,-391,N3bk2/pp2b2p/2n2p1q/P1P1NPr1/BP2P2P/2P5/5K1R/5Q2 b - - 8 55
56,e8f7,PHI,662.7493999985745,266,N4k2/pp2bb1p/2n2p1q/P1P1NPr1/BP2P2P/2P5/5K1R/5Q2 w - - 9 56
56,f1b1,RANDOM,0.07999999797903001,-618,N4k2/pp2bb1p/2n2p1q/P1P1NPr1/BP2P2P/2P5/5K1R/1Q6 b - - 10 56
57,f7e8,PHI,619.5074999995995,206,N3bk2/pp2b2p/2n2p1q/P1P1NPr1/BP2P2P/2P5/5K1R/1Q6 w - - 11 57
57,a4c6,RANDOM,0.08369999704882503,-216,N3bk2/pp2b2p/2B2p1q/P1P1NPr1/1P2P2P/2P5/5K1R/1Q6 b - - 0 57
58,g5g6,PHI,637.5415000002249,353,N3bk2/pp2b2p/2B2prq/P1P1NP2/1P2P2P/2P5/5K1R/1Q6 w - - 1 58
58,c6b7,RANDOM,0.08399999933317304,125,N3bk2/pB2b2p/5prq/P1P1NP2/1P2P2P/2P5/5K1R/1Q6 b - - 0 58
59,g6g7,PHI,645.9375999984331,311,N3bk2/pB2b1rp/5p1q/P1P1NP2/1P2P2P/2P5/5K1R/1Q6 w - - 1 59
59,b7d5,RANDOM,0.08659999730298296,-613,N3bk2/p3b1rp/5p1q/P1PBNP2/1P2P2P/2P5/5K1R/1Q6 b - - 2 59
60,e8f7,PHI,609.5559000023059,423,N4k2/p3bbrp/5p1q/P1PBNP2/1P2P2P/2P5/5K1R/1Q6 w - - 3 60
60,b1c1,RANDOM,0.08499999967170879,-555,N4k2/p3bbrp/5p1q/P1PBNP2/1P2P2P/2P5/5K1R/2Q5 b - - 4 60
61,g7g5,PHI,585.0987000012537,588,N4k2/p3bb1p/5p1q/P1PBNPr1/1P2P2P/2P5/5K1R/2Q5 w - - 5 61
61,e5g4,RANDOM,0.08859999798005447,-329,N4k2/p3bb1p/5p1q/P1PB1Pr1/1P2P1NP/2P5/5K1R/2Q5 b - - 6 61
62,g5g6,PHI,612.1286999987205,903,N4k2/p3bb1p/5prq/P1PB1P2/1P2P1NP/2P5/5K1R/2Q5 w - - 7 62
62,f2g3,RANDOM,0.08430000161752105,-454,N4k2/p3bb1p/5prq/P1PB1P2/1P2P1NP/2P3K1/7R/2Q5 b - - 8 62
63,g6g7,PHI,636.8146999957389,995,N4k2/p3bbrp/5p1q/P1PB1P2/1P2P1NP/2P3K1/7R/2Q5 w - - 9 63
63,c1f1,RANDOM,0.0847000046633184,-387,N4k2/p3bbrp/5p1q/P1PB1P2/1P2P1NP/2P3K1/7R/5Q2 b - - 10 63
64,g7g8,PHI,627.877200000512,511,N4kr1/p3bb1p/5p1q/P1PB1P2/1P2P1NP/2P3K1/7R/5Q2 w - - 11 64
64,h2e2,RANDOM,0.08269999671028927,481,N4kr1/p3bb1p/5p1q/P1PB1P2/1P2P1NP/2P3K1/4R3/5Q2 b - - 12 64
65,g8h8,PHI,563.5525999969104,960,N4k1r/p3bb1p/5p1q/P1PB1P2/1P2P1NP/2P3K1/4R3/5Q2 w - - 13 65
65,f1e1,RANDOM,0.08140000136336312,496,N4k1r/p3bb1p/5p1q/P1PB1P2/1P2P1NP/2P3K1/4R3/4Q3 b - - 14 65
66,h8g8,PHI,579.5079000017722,534,N4kr1/p3bb1p/5p1q/P1PB1P2/1P2P1NP/2P3K1/4R3/4Q3 w - - 15 66
66,d5a2,RANDOM,0.08209999941755086,297,N4kr1/p3bb1p/5p1q/P1P2P2/1P2P1NP/2P3K1/B3R3/4Q3 b - - 16 66
67,g8h8,PHI,576.0498000017833,930,N4k1r/p3bb1p/5p1q/P1P2P2/1P2P1NP/2P3K1/B3R3/4Q3 w - - 17 67
67,e1f2,RANDOM,0.08270000398624688,507,N4k1r/p3bb1p/5p1q/P1P2P2/1P2P1NP/2P3K1/B3RQ2/8 b - - 18 67
68,h8g8,PHI,574.38700000057,593,N4kr1/p3bb1p/5p1q/P1P2P2/1P2P1NP/2P3K1/B3RQ2/8 w - - 19 68
68,f2e1,RANDOM,0.07270000060088933,307,N4kr1/p3bb1p/5p1q/P1P2P2/1P2P1NP/2P3K1/B3R3/4Q3 b - - 20 68
69,g8h8,PHI,654.9719999966328,986,N4k1r/p3bb1p/5p1q/P1P2P2/1P2P1NP/2P3K1/B3R3/4Q3 w - - 21 69
69,e1a1,RANDOM,0.07850000110920519,521,N4k1r/p3bb1p/5p1q/P1P2P2/1P2P1NP/2P3K1/B3R3/Q7 b - - 22 69
70,h6g7,PHI,578.994799994689,614,N4k1r/p3bbqp/5p2/P1P2P2/1P2P1NP/2P3K1/B3R3/Q7 w - - 23 70
70,a1h1,RANDOM,0.08019999950192869,276,N4k1r/p3bbqp/5p2/P1P2P2/1P2P1NP/2P3K1/B3R3/7Q b - - 24 70
71,g7g8,PHI,600.2115000010235,569,N4kqr/p3bb1p/5p2/P1P2P2/1P2P1NP/2P3K1/B3R3/7Q w - - 25 71
71,h1f3,RANDOM,0.0794000006862916,457,N4kqr/p3bb1p/5p2/P1P2P2/1P2P1NP/2P2QK1/B3R3/8 b - - 26 71
72,g8g7,PHI,644.298200000776,654,N4k1r/p3bbqp/5p2/P1P2P2/1P2P1NP/2P2QK1/B3R3/8 w - - 27 72
72,a5a6,RANDOM,0.07490000280085951,423,N4k1r/p3bbqp/P4p2/2P2P2/1P2P1NP/2P2QK1/B3R3/8 b - - 0 72
73,g7h6,PHI,621.2329000045429,970,N4k1r/p3bb1p/P4p1q/2P2P2/1P2P1NP/2P2QK1/B3R3/8 w - - 1 73
73,c3c4,RANDOM,0.08800000068731606,430,N4k1r/p3bb1p/P4p1q/2P2P2/1PP1P1NP/5QK1/B3R3/8 b - - 0 73
74,h6g7,PHI,620.583899995836,530,N4k1r/p3bbqp/P4p2/2P2P2/1PP1P1NP/5QK1/B3R3/8 w - - 1 74
74,g3h2,RANDOM,0.07420000474667177,514,N4k1r/p3bbqp/P4p2/2P2P2/1PP1P1NP/5Q2/B3R2K/8 b - - 2 74
75,g7h6,PHI,589.8683000050369,932,N4k1r/p3bb1p/P4p1q/2P2P2/1PP1P1NP/5Q2/B3R2K/8 w - - 3 75
75,a8c7,RANDOM,0.0777000022935681,557,5k1r/p1N1bb1p/P4p1q/2P2P2/1PP1P1NP/5Q2/B3R2K/8 b - - 4 75
76,h6g7,PHI,590.6442000050447,806,5k1r/p1N1bbqp/P4p2/2P2P2/1PP1P1NP/5Q2/B3R2K/8 w - - 5 76
76,h2g1,RANDOM,0.07470000127796084,498,5k1r/p1N1bbqp/P4p2/2P2P2/1PP1P1NP/5Q2/B3R3/6K1 b - - 6 76
77,g7g8,PHI,582.7333000052022,637,5kqr/p1N1bb1p/P4p2/2P2P2/1PP1P1NP/5Q2/B3R3/6K1 w - - 7 77
77,c7e8,RANDOM,0.08649999654153362,371,4Nkqr/p3bb1p/P4p2/2P2P2/1PP1P1NP/5Q2/B3R3/6K1 b - - 8 77
78,g8g7,PHI,621.8891999960761,784,4Nk1r/p3bbqp/P4p2/2P2P2/1PP1P1NP/5Q2/B3R3/6K1 w - - 9 78
78,e2c2,RANDOM,0.07870000263210386,416,4Nk1r/p3bbqp/P4p2/2P2P2/1PP1P1NP/5Q2/B1R5/6K1 b - - 10 78
79,g7g8,PHI,580.4198000041652,539,4Nkqr/p3bb1p/P4p2/2P2P2/1PP1P1NP/5Q2/B1R5/6K1 w - - 11 79
79,e8f6,RANDOM,0.07599999662488699,553,5kqr/p3bb1p/P4N2/2P2P2/1PP1P1NP/5Q2/B1R5/6K1 b - - 0 79
80,g8g7,PHI,563.3177000054275,754,5k1r/p3bbqp/P4N2/2P2P2/1PP1P1NP/5Q2/B1R5/6K1 w - - 1 80
80,c2b2,RANDOM,0.07919999916339293,415,5k1r/p3bbqp/P4N2/2P2P2/1PP1P1NP/5Q2/BR6/6K1 b - - 2 80
81,g7h6,PHI,605.4786999957287,872,5k1r/p3bb1p/P4N1q/2P2P2/1PP1P1NP/5Q2/BR6/6K1 w - - 3 81
81,f3e2,RANDOM,0.07579999510198832,405,5k1r/p3bb1p/P4N1q/2P2P2/1PP1P1NP/8/BR2Q3/6K1 b - - 4 81
82,h8g8,PHI,587.686400001985,531,5kr1/p3bb1p/P4N1q/2P2P2/1PP1P1NP/8/BR2Q3/6K1 w - - 5 82
82,b2b3,RANDOM,0.07300000288523734,-106,5kr1/p3bb1p/P4N1q/2P2P2/1PP1P1NP/1R6/B3Q3/6K1 b - - 6 82
83,g8h8,PHI,568.9452000005986,866,5k1r/p3bb1p/P4N1q/2P2P2/1PP1P1NP/1R6/B3Q3/6K1 w - - 7 83
83,f6d7,RANDOM,0.07500000356230885,924,5k1r/p2Nbb1p/P6q/2P2P2/1PP1P1NP/1R6/B3Q3/6K1 b - - 8 83
84,f8e8,PHI,496.44329999864567,918,4k2r/p2Nbb1p/P6q/2P2P2/1PP1P1NP/1R6/B3Q3/6K1 w - - 9 84
84,e2f1,RANDOM,0.07669999467907473,379,4k2r/p2Nbb1p/P6q/2P2P2/1PP1P1NP/1R6/B7/5QK1 b - - 10 84
85,h8f8,PHI,613.8730999955442,881,4kr2/p2Nbb1p/P6q/2P2P2/1PP1P1NP/1R6/B7/5QK1 w - - 11 85
85,d7f6,RANDOM,0.07190000178525224,731,4kr2/p3bb1p/P4N1q/2P2P2/1PP1P1NP/1R6/B7/5QK1 b - - 12 85
86,e8d8,PHI,522.0734000031371,9995,3k1r2/p3bb1p/P4N1q/2P2P2/1PP1P1NP/1R6/B7/5QK1 w - - 13 86
86,f1e1,RANDOM,0.07299999560927972,738,3k1r2/p3bb1p/P4N1q/2P2P2/1PP1P1NP/1R6/B7/4Q1K1 b - - 14 86
87,f8h8,PHI,595.4434000013862,9995,3k3r/p3bb1p/P4N1q/2P2P2/1PP1P1NP/1R6/B7/4Q1K1 w - - 15 87
