move_number,move_uci,player_name,time_taken_ms,centipawn_score,board_fen
12,a1a2,LLAMA-CHESS,763.4863999992376,-430,2b1kbnr/rpp2ppp/p2P1n2/8/4p3/Pq6/RP1PPPPP/1NBQKBNR b Kk - 11 12
13,b3a4,RANDOM,0.08520000119460747,642,2b1kbnr/rpp2ppp/p2P1n2/8/q3p3/P7/RP1PPPPP/1NBQKBNR w Kk - 12 13
13,a2a1,LLAMA-CHESS,764.1350999983842,-77,2b1kbnr/rpp2ppp/p2P1n2/8/q3p3/P7/1P1PPPPP/RNBQKBNR b Kk - 13 13
14,c7c6,RANDOM,0.11970000196015462,654,2b1kbnr/rp3ppp/p1pP1n2/8/q3p3/P7/1P1PPPPP/RNBQKBNR w Kk - 0 14
14,a1a2,LLAMA-CHESS,848.0498999997508,-126,2b1kbnr/rp3ppp/p1pP1n2/8/q3p3/P7/RP1PPPPP/1NBQKBNR b Kk - 1 14
15,a7a8,RANDOM,0.08439999874099158,603,r1b1kbnr/1p3ppp/p1pP1n2/8/q3p3/P7/RP1PPPPP/1NBQKBNR w Kk - 2 15
15,a2a1,LLAMA-CHESS,802.6621999997587,-91,r1b1kbnr/1p3ppp/p1pP1n2/8/q3p3/P7/1P1PPPPP/RNBQKBNR b Kk - 3 15
16,g7g6,RANDOM,0.07499999992433004,624,r1b1kbnr/1p3p1p/p1pP1np1/8/q3p3/P7/1P1PPPPP/RNBQKBNR w Kk - 0 16
16,a1a2,LLAMA-CHESS,779.5506000002206,-126,r1b1kbnr/1p3p1p/p1pP1np1/8/q3p3/P7/RP1PPPPP/1NBQKBNR b Kk - 1 16
17,a4b4,RANDOM,0.07709999772487208,598,r1b1kbnr/1p3p1p/p1pP1np1/8/1q2p3/P7/RP1PPPPP/1NBQKBNR w Kk - 2 17
17,a2a1,LLAMA-CHESS,788.7220999982674,-87,r1b1kbnr/1p3p1p/p1pP1np1/8/1q2p3/P7/1P1PPPPP/RNBQKBNR b Kk - 3 17
18,b4b2,RANDOM,0.07449999975506216,678,r1b1kbnr/1p3p1p/p1pP1np1/8/4p3/P7/1q1PPPPP/RNBQKBNR w Kk - 0 18
18,c1b2,LLAMA-CHESS,829.9604000021645,680,r1b1kbnr/1p3p1p/p1pP1np1/8/4p3/P7/1B1PPPPP/RN1QKBNR b Kk - 0 18
19,a8b8,RANDOM,0.06709999797749333,716,1rb1kbnr/1p3p1p/p1pP1np1/8/4p3/P7/1B1PPPPP/RN1QKBNR w Kk - 1 19
19,a1a2,LLAMA-CHESS,954.7777000007045,661,1rb1kbnr/1p3p1p/p1pP1np1/8/4p3/P7/RB1PPPPP/1N1QKBNR b Kk - 2 19
20,g6g5,RANDOM,0.08560000060242601,682,1rb1kbnr/1p3p1p/p1pP1n2/6p1/4p3/P7/RB1PPPPP/1N1QKBNR w Kk - 0 20
20,a2a1,LLAMA-CHESS,789.6684000006644,687,1rb1kbnr/1p3p1p/p1pP1n2/6p1/4p3/P7/1B1PPPPP/RN1QKBNR b Kk - 1 20
21,b8a8,RANDOM,0.08470000102533959,694,r1b1kbnr/1p3p1p/p1pP1n2/6p1/4p3/P7/1B1PPPPP/RN1QKBNR w Kk - 2 21
21,a1a2,LLAMA-CHESS,891.0459000035189,644,r1b1kbnr/1p3p1p/p1pP1n2/6p1/4p3/P7/RB1PPPPP/1N1QKBNR b Kk - 3 21
22,c8h3,RANDOM,0.07339999865507707,864,r3kbnr/1p3p1p/p1pP1n2/6p1/4p3/P6b/RB1PPPPP/1N1QKBNR w Kk - 4 22
22,a2a1,LLAMA-CHESS,887.4467999994522,669,r3kbnr/1p3p1p/p1pP1n2/6p1/4p3/P6b/1B1PPPPP/RN1QKBNR b Kk - 5 22
23,a8c8,RANDOM,0.07829999958630651,860,2r1kbnr/1p3p1p/p1pP1n2/6p1/4p3/P6b/1B1PPPPP/RN1QKBNR w Kk - 6 23
23,a1a2,LLAMA-CHESS,863.2786000016495,659,2r1kbnr/1p3p1p/p1pP1n2/6p1/4p3/P6b/RB1PPPPP/1N1QKBNR b Kk - 7 23
24,b7b6,RANDOM,0.06500000017695129,866,2r1kbnr/5p1p/pppP1n2/6p1/4p3/P6b/RB1PPPPP/1N1QKBNR w Kk - 0 24
24,a2a1,LLAMA-CHESS,822.8223000005528,700,2r1kbnr/5p1p/pppP1n2/6p1/4p3/P6b/1B1PPPPP/RN1QKBNR b Kk - 1 24
25,c8a8,RANDOM,0.09860000136541203,898,r3kbnr/5p1p/pppP1n2/6p1/4p3/P6b/1B1PPPPP/RN1QKBNR w Kk - 2 25
25,a1a2,LLAMA-CHESS,827.8162000024167,683,r3kbnr/5p1p/pppP1n2/6p1/4p3/P6b/RB1PPPPP/1N1QKBNR b Kk - 3 25
26,a8c8,RANDOM,0.06470000153058209,849,2r1kbnr/5p1p/pppP1n2/6p1/4p3/P6b/RB1PPPPP/1N1QKBNR w Kk - 4 26
26,a2a1,LLAMA-CHESS,838.8651999994181,702,2r1kbnr/5p1p/pppP1n2/6p1/4p3/P6b/1B1PPPPP/RN1QKBNR b Kk - 5 26
27,f6h5,RANDOM,0.0714999987394549,896,2r1kbnr/5p1p/pppP4/6pn/4p3/P6b/1B1PPPPP/RN1QKBNR w Kk - 6 27
27,a1a2,LLAMA-CHESS,873.9246000004641,0,2r1kbnr/5p1p/pppP4/6pn/4p3/P6b/RB1PPPPP/1N1QKBNR b Kk - 7 27
28,c8b8,RANDOM,0.07120000009308569,860,1r2kbnr/5p1p/pppP4/6pn/4p3/P6b/RB1PPPPP/1N1QKBNR w Kk - 8 28
28,a2a1,LLAMA-CHESS,947.0039999978326,758,1r2kbnr/5p1p/pppP4/6pn/4p3/P6b/1B1PPPPP/RN1QKBNR b Kk - 9 28
29,f7f6,RANDOM,0.07109999933163635,917,1r2kbnr/7p/pppP1p2/6pn/4p3/P6b/1B1PPPPP/RN1QKBNR w Kk - 0 29
29,a1a2,LLAMA-CHESS,772.6929999989807,678,1r2kbnr/7p/pppP1p2/6pn/4p3/P6b/RB1PPPPP/1N1QKBNR b Kk - 1 29
30,f6f5,RANDOM,0.07000000186963007,836,1r2kbnr/7p/pppP4/5ppn/4p3/P6b/RB1PPPPP/1N1QKBNR w Kk - 0 30
30,a2a1,LLAMA-CHESS,840.3143000032287,794,1r2kbnr/7p/pppP4/5ppn/4p3/P6b/1B1PPPPP/RN1QKBNR b Kk - 1 30
31,f8e7,RANDOM,0.06940000093891285,857,1r2k1nr/4b2p/pppP4/5ppn/4p3/P6b/1B1PPPPP/RN1QKBNR w Kk - 2 31
31,a1a2,LLAMA-CHESS,847.5323999991815,784,1r2k1nr/4b2p/pppP4/5ppn/4p3/P6b/RB1PPPPP/1N1QKBNR b Kk - 3 31
32,b8c8,RANDOM,0.08440000237897038,862,2r1k1nr/4b2p/pppP4/5ppn/4p3/P6b/RB1PPPPP/1N1QKBNR w Kk - 4 32
32,a2a1,LLAMA-CHESS,846.8745999998646,773,2r1k1nr/4b2p/pppP4/5ppn/4p3/P6b/1B1PPPPP/RN1QKBNR b Kk - 5 32
33,a6a5,RANDOM,0.06930000017746352,869,2r1k1nr/4b2p/1ppP4/p4ppn/4p3/P6b/1B1PPPPP/RN1QKBNR w Kk - 0 33
33,a1a2,LLAMA-CHESS,846.8837000000349,777,2r1k1nr/4b2p/1ppP4/p4ppn/4p3/P6b/RB1PPPPP/1N1QKBNR b Kk - 1 33
34,c8a8,RANDOM,0.12859999696956947,868,r3k1nr/4b2p/1ppP4/p4ppn/4p3/P6b/RB1PPPPP/1N1QKBNR w Kk - 2 34
34,a2a1,LLAMA-CHESS,837.9220000024361,772,r3k1nr/4b2p/1ppP4/p4ppn/4p3/P6b/1B1PPPPP/RN1QKBNR b Kk - 3 34
35,a8b8,RANDOM,0.06669999856967479,857,1r2k1nr/4b2p/1ppP4/p4ppn/4p3/P6b/1B1PPPPP/RN1QKBNR w Kk - 4 35
35,a1a2,LLAMA-CHESS,838.9925999981642,791,1r2k1nr/4b2p/1ppP4/p4ppn/4p3/P6b/RB1PPPPP/1N1QKBNR b Kk - 5 35
36,h3g4,RANDOM,0.07060000280034728,811,1r2k1nr/4b2p/1ppP4/p4ppn/4p1b1/P7/RB1PPPPP/1N1QKBNR w Kk - 6 36
36,a2a1,LLAMA-CHESS,854.3408999976236,714,1r2k1nr/4b2p/1ppP4/p4ppn/4p1b1/P7/1B1PPPPP/RN1QKBNR b Kk - 7 36
37,h5f6,RANDOM,0.06880000000819564,828,1r2k1nr/4b2p/1ppP1n2/p4pp1/4p1b1/P7/1B1PPPPP/RN1QKBNR w Kk - 8 37
37,a1a2,LLAMA-CHESS,823.840699998982,655,1r2k1nr/4b2p/1ppP1n2/p4pp1/4p1b1/P7/RB1PPPPP/1N1QKBNR b Kk - 9 37
38,a5a4,RANDOM,0.07710000136285089,748,1r2k1nr/4b2p/1ppP1n2/5pp1/p3p1b1/P7/RB1PPPPP/1N1QKBNR w Kk - 0 38
38,a2a1,LLAMA-CHESS,754.4435999989219,664,1r2k1nr/4b2p/1ppP1n2/5pp1/p3p1b1/P7/1B1PPPPP/RN1QKBNR b Kk - 1 38
39,g4f3,RANDOM,0.06609999763895757,851,1r2k1nr/4b2p/1ppP1n2/5pp1/p3p3/P4b2/1B1PPPPP/RN1QKBNR w Kk - 2 39
39,a1a2,LLAMA-CHESS,848.9880000015546,748,1r2k1nr/4b2p/1ppP1n2/5pp1/p3p3/P4b2/RB1PPPPP/1N1QKBNR b Kk - 3 39
40,h7h5,RANDOM,0.10659999679774046,816,1r2k1nr/4b3/1ppP1n2/5ppp/p3p3/P4b2/RB1PPPPP/1N1QKBNR w Kk - 0 40
40,a2a1,LLAMA-CHESS,835.0705000011658,780,1r2k1nr/4b3/1ppP1n2/5ppp/p3p3/P4b2/1B1PPPPP/RN1QKBNR b Kk - 1 40
41,f6g4,RANDOM,0.07040000127744861,842,1r2k1nr/4b3/1ppP4/5ppp/p3p1n1/P4b2/1B1PPPPP/RN1QKBNR w Kk - 2 41
41,a1a2,LLAMA-CHESS,937.5860999971337,691,1r2k1nr/4b3/1ppP4/5ppp/p3p1n1/P4b2/RB1PPPPP/1N1QKBNR b Kk - 3 41
42,e8f7,RANDOM,0.10560000009718351,833,1r4nr/4bk2/1ppP4/5ppp/p3p1n1/P4b2/RB1PPPPP/1N1QKBNR w K - 4 42
42,a2a1,LLAMA-CHESS,862.3064999992494,700,1r4nr/4bk2/1ppP4/5ppp/p3p1n1/P4b2/1B1PPPPP/RN1QKBNR b K - 5 42
43,e7f6,RANDOM,0.07579999873996712,736,1r4nr/5k2/1ppP1b2/5ppp/p3p1n1/P4b2/1B1PPPPP/RN1QKBNR w K - 6 43
43,a1a2,LLAMA-CHESS,830.5512000006274,558,1r4nr/5k2/1ppP1b2/5ppp/p3p1n1/P4b2/RB1PPPPP/1N1QKBNR b K - 7 43
44,f6e7,RANDOM,0.09169999975711107,850,1r4nr/4bk2/1ppP4/5ppp/p3p1n1/P4b2/RB1PPPPP/1N1QKBNR w K - 8 44
44,a2a1,LLAMA-CHESS,879.0803000010783,746,1r4nr/4bk2/1ppP4/5ppp/p3p1n1/P4b2/1B1PPPPP/RN1QKBNR b K - 9 44
45,g8h6,RANDOM,0.07550000009359792,822,1r5r/4bk2/1ppP3n/5ppp/p3p1n1/P4b2/1B1PPPPP/RN1QKBNR w K - 10 45
45,a1a2,LLAMA-CHESS,823.035000001255,0,1r5r/4bk2/1ppP3n/5ppp/p3p1n1/P4b2/RB1PPPPP/1N1QKBNR b K - 11 45
46,h8e8,RANDOM,0.08660000094096176,809,1r2r3/4bk2/1ppP3n/5ppp/p3p1n1/P4b2/RB1PPPPP/1N1QKBNR w K - 12 46
46,a2a1,LLAMA-CHESS,855.5371000002197,687,1r2r3/4bk2/1ppP3n/5ppp/p3p1n1/P4b2/1B1PPPPP/RN1QKBNR b K - 13 46
47,g4f6,RANDOM,0.07280000136233866,816,1r2r3/4bk2/1ppP1n1n/5ppp/p3p3/P4b2/1B1PPPPP/RN1QKBNR w K - 14 47
47,a1a2,LLAMA-CHESS,813.1891000011819,752,1r2r3/4bk2/1ppP1n1n/5ppp/p3p3/P4b2/RB1PPPPP/1N1QKBNR b K - 15 47
48,h6g8,RANDOM,0.07140000161598437,799,1r2r1n1/4bk2/1ppP1n2/5ppp/p3p3/P4b2/RB1PPPPP/1N1QKBNR w K - 16 48
48,a2a1,LLAMA-CHESS,897.679199999402,757,1r2r1n1/4bk2/1ppP1n2/5ppp/p3p3/P4b2/1B1PPPPP/RN1QKBNR b K - 17 48
49,b8a8,RANDOM,0.0670000008540228,820,r3r1n1/4bk2/1ppP1n2/5ppp/p3p3/P4b2/1B1PPPPP/RN1QKBNR w K - 18 49
49,a1a2,LLAMA-CHESS,879.0055999998003,702,r3r1n1/4bk2/1ppP1n2/5ppp/p3p3/P4b2/RB1PPPPP/1N1QKBNR b K - 19 49
50,f7g6,RANDOM,0.06660000144620426,800,r3r1n1/4b3/1ppP1nk1/5ppp/p3p3/P4b2/RB1PPPPP/1N1QKBNR w K - 20 50
50,a2a1,LLAMA-CHESS,830.568499997753,657,r3r1n1/4b3/1ppP1nk1/5ppp/p3p3/P4b2/1B1PPPPP/RN1QKBNR b K - 21 50
51,g8h6,RANDOM,0.07689999983995222,820,r3r3/4b3/1ppP1nkn/5ppp/p3p3/P4b2/1B1PPPPP/RN1QKBNR w K - 22 51
51,a1a2,LLAMA-CHESS,890.0283000002673,713,r3r3/4b3/1ppP1nkn/5ppp/p3p3/P4b2/RB1PPPPP/1N1QKBNR b K - 23 51
52,g6f7,RANDOM,0.0670000008540228,813,r3r3/4bk2/1ppP1n1n/5ppp/p3p3/P4b2/RB1PPPPP/1N1QKBNR w K - 24 52
52,a2a1,LLAMA-CHESS,812.4512000031245,708,r3r3/4bk2/1ppP1n1n/5ppp/p3p3/P4b2/1B1PPPPP/RN1QKBNR b K - 25 52
53,e7f8,RANDOM,0.07239999831654131,757,r3rb2/5k2/1ppP1n1n/5ppp/p3p3/P4b2/1B1PPPPP/RN1QKBNR w K - 26 53
53,a1a2,LLAMA-CHESS,806.1630999982299,671,r3rb2/5k2/1ppP1n1n/5ppp/p3p3/P4b2/RB1PPPPP/1N1QKBNR b K - 27 53
54,e8b8,RANDOM,0.07660000119358301,765,rr3b2/5k2/1ppP1n1n/5ppp/p3p3/P4b2/RB1PPPPP/1N1QKBNR w K - 28 54
54,a2a1,LLAMA-CHESS,845.5968000016583,657,rr3b2/5k2/1ppP1n1n/5ppp/p3p3/P4b2/1B1PPPPP/RN1QKBNR b K - 29 54
55,h6g8,RANDOM,0.16930000128922984,794,rr3bn1/5k2/1ppP1n2/5ppp/p3p3/P4b2/1B1PPPPP/RN1QKBNR w K - 30 55
55,a1a2,LLAMA-CHESS,813.6329999979353,623,rr3bn1/5k2/1ppP1n2/5ppp/p3p3/P4b2/RB1PPPPP/1N1QKBNR b K - 31 55
56,g5g4,RANDOM,0.07239999831654131,715,rr3bn1/5k2/1ppP1n2/5p1p/p3p1p1/P4b2/RB1PPPPP/1N1QKBNR w K - 0 56
56,a2a1,LLAMA-CHESS,829.323400001158,669,rr3bn1/5k2/1ppP1n2/5p1p/p3p1p1/P4b2/1B1PPPPP/RN1QKBNR b K - 1 56
57,f8e7,RANDOM,0.07570000161649659,780,rr4n1/4bk2/1ppP1n2/5p1p/p3p1p1/P4b2/1B1PPPPP/RN1QKBNR w K - 2 57
57,a1a2,LLAMA-CHESS,781.303099996876,669,rr4n1/4bk2/1ppP1n2/5p1p/p3p1p1/P4b2/RB1PPPPP/1N1QKBNR b K - 3 57
58,f7e6,RANDOM,0.07480000203941017,785,rr4n1/4b3/1ppPkn2/5p1p/p3p1p1/P4b2/RB1PPPPP/1N1QKBNR w K - 4 58
58,a2a1,LLAMA-CHESS,798.7462999990385,709,rr4n1/4b3/1ppPkn2/5p1p/p3p1p1/P4b2/1B1PPPPP/RN1QKBNR b K - 5 58
59,e7d6,RANDOM,0.07000000186963007,706,rr4n1/8/1ppbkn2/5p1p/p3p1p1/P4b2/1B1PPPPP/RN1QKBNR w K - 0 59
59,a1a2,LLAMA-CHESS,797.4030999976094,650,rr4n1/8/1ppbkn2/5p1p/p3p1p1/P4b2/RB1PPPPP/1N1QKBNR b K - 1 59
60,c6c5,RANDOM,0.10889999975915998,683,rr4n1/8/1p1bkn2/2p2p1p/p3p1p1/P4b2/RB1PPPPP/1N1QKBNR w K - 0 60
60,a2a1,LLAMA-CHESS,778.5151999996742,626,rr4n1/8/1p1bkn2/2p2p1p/p3p1p1/P4b2/1B1PPPPP/RN1QKBNR b K - 1 60
61,d6c7,RANDOM,0.09729999874252826,713,rr4n1/2b5/1p2kn2/2p2p1p/p3p1p1/P4b2/1B1PPPPP/RN1QKBNR w K - 2 61
61,a1a2,LLAMA-CHESS,797.5989000005939,628,rr4n1/2b5/1p2kn2/2p2p1p/p3p1p1/P4b2/RB1PPPPP/1N1QKBNR b K - 3 61
62,e6d7,RANDOM,0.10269999984302558,662,rr4n1/2bk4/1p3n2/2p2p1p/p3p1p1/P4b2/RB1PPPPP/1N1QKBNR w K - 4 62
62,a2a1,LLAMA-CHESS,763.6005000022124,628,rr4n1/2bk4/1p3n2/2p2p1p/p3p1p1/P4b2/1B1PPPPP/RN1QKBNR b K - 5 62
63,d7d8,RANDOM,0.09870000212686136,650,rr1k2n1/2b5/1p3n2/2p2p1p/p3p1p1/P4b2/1B1PPPPP/RN1QKBNR w K - 6 63
63,a1a2,LLAMA-CHESS,780.131600000459,613,rr1k2n1/2b5/1p3n2/2p2p1p/p3p1p1/P4b2/RB1PPPPP/1N1QKBNR b K - 7 63
64,c7f4,RANDOM,0.07159999950090423,669,rr1k2n1/8/1p3n2/2p2p1p/p3pbp1/P4b2/RB1PPPPP/1N1QKBNR w K - 8 64
64,a2a1,LLAMA-CHESS,787.3887999994622,627,rr1k2n1/8/1p3n2/2p2p1p/p3pbp1/P4b2/1B1PPPPP/RN1QKBNR b K - 9 64
65,f3e2,RANDOM,0.10149999798159115,680,rr1k2n1/8/1p3n2/2p2p1p/p3pbp1/P7/1B1PbPPP/RN1QKBNR w K - 0 65
65,a1a2,LLAMA-CHESS,805.0268000006326,173,rr1k2n1/8/1p3n2/2p2p1p/p3pbp1/P7/RB1PbPPP/1N1QKBNR b K - 1 65
66,f6e8,RANDOM,0.09829999908106402,724,rr1kn1n1/8/1p6/2p2p1p/p3pbp1/P7/RB1PbPPP/1N1QKBNR w K - 2 66
66,a2a1,LLAMA-CHESS,870.1371999995899,184,rr1kn1n1/8/1p6/2p2p1p/p3pbp1/P7/1B1PbPPP/RN1QKBNR b K - 3 66
67,b8c8,RANDOM,0.07759999789413996,726,r1rkn1n1/8/1p6/2p2p1p/p3pbp1/P7/1B1PbPPP/RN1QKBNR w K - 4 67
67,a1a2,LLAMA-CHESS,877.6107000012416,242,r1rkn1n1/8/1p6/2p2p1p/p3pbp1/P7/RB1PbPPP/1N1QKBNR b K - 5 67
68,g8h6,RANDOM,0.07220000043162145,738,r1rkn3/8/1p5n/2p2p1p/p3pbp1/P7/RB1PbPPP/1N1QKBNR w K - 6 68
68,a2a1,LLAMA-CHESS,799.1218999995908,179,r1rkn3/8/1p5n/2p2p1p/p3pbp1/P7/1B1PbPPP/RN1QKBNR b K - 7 68
69,e2d3,RANDOM,0.11579999772948213,491,r1rkn3/8/1p5n/2p2p1p/p3pbp1/P2b4/1B1P1PPP/RN1QKBNR w K - 8 69
69,a1a2,LLAMA-CHESS,886.990799997875,472,r1rkn3/8/1p5n/2p2p1p/p3pbp1/P2b4/RB1P1PPP/1N1QKBNR b K - 9 69
70,f4e5,RANDOM,0.07669999831705354,650,r1rkn3/8/1p5n/2p1bp1p/p3p1p1/P2b4/RB1P1PPP/1N1QKBNR w K - 10 70
70,a2a1,LLAMA-CHESS,860.2310000023863,300,r1rkn3/8/1p5n/2p1bp1p/p3p1p1/P2b4/1B1P1PPP/RN1QKBNR b K - 11 70
71,a8a6,RANDOM,0.07639999967068434,629,2rkn3/8/rp5n/2p1bp1p/p3p1p1/P2b4/1B1P1PPP/RN1QKBNR w K - 12 71
71,a1a2,LLAMA-CHESS,812.8535999967426,460,2rkn3/8/rp5n/2p1bp1p/p3p1p1/P2b4/RB1P1PPP/1N1QKBNR b K - 13 71
72,e5c7,RANDOM,0.07459999687853269,479,2rkn3/2b5/rp5n/2p2p1p/p3p1p1/P2b4/RB1P1PPP/1N1QKBNR w K - 14 72
72,a2a1,LLAMA-CHESS,836.9994000022416,415,2rkn3/2b5/rp5n/2p2p1p/p3p1p1/P2b4/1B1P1PPP/RN1QKBNR b K - 15 72
73,h5h4,RANDOM,0.06289999873843044,437,2rkn3/2b5/rp5n/2p2p2/p3p1pp/P2b4/1B1P1PPP/RN1QKBNR w K - 0 73
73,a1a2,LLAMA-CHESS,829.731300000276,400,2rkn3/2b5/rp5n/2p2p2/p3p1pp/P2b4/RB1P1PPP/1N1QKBNR b K - 1 73
74,f5f4,RANDOM,0.0703999976394698,476,2rkn3/2b5/rp5n/2p5/p3pppp/P2b4/RB1P1PPP/1N1QKBNR w K - 0 74
74,a2a1,LLAMA-CHESS,804.8849000006157,355,2rkn3/2b5/rp5n/2p5/p3pppp/P2b4/1B1P1PPP/RN1QKBNR b K - 1 74
75,f4f3,RANDOM,0.06759999814676121,518,2rkn3/2b5/rp5n/2p5/p3p1pp/P2b1p2/1B1P1PPP/RN1QKBNR w K - 0 75
75,a1a2,LLAMA-CHESS,846.0694000023068,369,2rkn3/2b5/rp5n/2p5/p3p1pp/P2b1p2/RB1P1PPP/1N1QKBNR b K - 1 75
76,d3c2,RANDOM,0.10740000288933516,650,2rkn3/2b5/rp5n/2p5/p3p1pp/P4p2/RBbP1PPP/1N1QKBNR w K - 2 76
76,a2a1,LLAMA-CHESS,836.6772000008496,197,2rkn3/2b5/rp5n/2p5/p3p1pp/P4p2/1BbP1PPP/RN1QKBNR b K - 3 76
77,d8e7,RANDOM,0.0653000024612993,725,2r1n3/2b1k3/rp5n/2p5/p3p1pp/P4p2/1BbP1PPP/RN1QKBNR w K - 4 77
77,a1a2,LLAMA-CHESS,881.0042999975849,153,2r1n3/2b1k3/rp5n/2p5/p3p1pp/P4p2/RBbP1PPP/1N1QKBNR b K - 5 77
78,c7b8,RANDOM,0.08000000161700882,704,1br1n3/4k3/rp5n/2p5/p3p1pp/P4p2/RBbP1PPP/1N1QKBNR w K - 6 78
78,a2a1,LLAMA-CHESS,886.2906000031217,186,1br1n3/4k3/rp5n/2p5/p3p1pp/P4p2/1BbP1PPP/RN1QKBNR b K - 7 78
79,e7f8,RANDOM,0.0822000001790002,645,1br1nk2/8/rp5n/2p5/p3p1pp/P4p2/1BbP1PPP/RN1QKBNR w K - 8 79
79,a1a2,LLAMA-CHESS,813.4852000002866,160,1br1nk2/8/rp5n/2p5/p3p1pp/P4p2/RBbP1PPP/1N1QKBNR b K - 9 79
80,c2b1,RANDOM,0.07000000186963007,529,1br1nk2/8/rp5n/2p5/p3p1pp/P4p2/RB1P1PPP/1b1QKBNR w K - 0 80
80,a2a1,LLAMA-CHESS,871.9835999982024,288,1br1nk2/8/rp5n/2p5/p3p1pp/P4p2/1B1P1PPP/Rb1QKBNR b K - 1 80
81,b8e5,RANDOM,0.07509999704780057,572,2r1nk2/8/rp5n/2p1b3/p3p1pp/P4p2/1B1P1PPP/Rb1QKBNR w K - 2 81
81,a1a2,LLAMA-CHESS,1387.7971000001708,223,2r1nk2/8/rp5n/2p1b3/p3p1pp/P4p2/RB1P1PPP/1b1QKBNR b K - 3 81
82,e5b2,RANDOM,0.0765999975556042,412,2r1nk2/8/rp5n/2p5/p3p1pp/P4p2/Rb1P1PPP/1b1QKBNR w K - 0 82
82,a2a1,LLAMA-CHESS,770.8999999995285,-32,2r1nk2/8/rp5n/2p5/p3p1pp/P4p2/1b1P1PPP/Rb1QKBNR b K - 1 82
