move_number,move_uci,player_name,time_taken_ms,centipawn_score,board_fen
23,g1f3,MIXTRAL,55187.37450000117,-743,r1bk1bnr/p1pp1ppp/2n5/3KP3/8/5N2/PPpP1PPP/R1B4R b - - 1 23
24,c6e7,LLAMA,15828.653399999894,-665,r1bk1bnr/p1ppnppp/8/3KP3/8/5N2/PPpP1PPP/R1B4R w - - 2 24
24,d5e4,MIXTRAL,61491.1119999997,-680,r1bk1bnr/p1ppnppp/8/4P3/4K3/5N2/PPpP1PPP/R1B4R b - - 3 24
25,e7g6,LLAMA,14829.914900001313,-666,r1bk1bnr/p1pp1ppp/6n1/4P3/4K3/5N2/PPpP1PPP/R1B4R w - - 4 25
25,e4d5,MIXTRAL,51511.30489999923,-740,r1bk1bnr/p1pp1ppp/6n1/3KP3/8/5N2/PPpP1PPP/R1B4R b - - 5 25
26,d8e8,LLAMA,14747.5400000003,-698,r1b1kbnr/p1pp1ppp/6n1/3KP3/8/5N2/PPpP1PPP/R1B4R w - - 6 26
26,d5e4,MIXTRAL,56375.13240000044,-710,r1b1kbnr/p1pp1ppp/6n1/4P3/4K3/5N2/PPpP1PPP/R1B4R b - - 7 26
27,e8d8,LLAMA,15426.525099999708,-664,r1bk1bnr/p1pp1ppp/6n1/4P3/4K3/5N2/PPpP1PPP/R1B4R w - - 8 27
27,e4d5,MIXTRAL,50811.08569999924,-727,r1bk1bnr/p1pp1ppp/6n1/3KP3/8/5N2/PPpP1PPP/R1B4R b - - 9 27
28,g8e7,LLAMA,14688.635700000304,-695,r1bk1b1r/p1ppnppp/6n1/3KP3/8/5N2/PPpP1PPP/R1B4R w - - 10 28
28,d5e4,MIXTRAL,55452.23110000006,-750,r1bk1b1r/p1ppnppp/6n1/4P3/4K3/5N2/PPpP1PPP/R1B4R b - - 11 28
29,e7c6,LLAMA,14630.473500001244,-673,r1bk1b1r/p1pp1ppp/2n3n1/4P3/4K3/5N2/PPpP1PPP/R1B4R w - - 12 29
29,e4d5,MIXTRAL,50513.55909999984,-788,r1bk1b1r/p1pp1ppp/2n3n1/3KP3/8/5N2/PPpP1PPP/R1B4R b - - 13 29
30,f8e7,LLAMA,14996.14769999971,-744,r1bk3r/p1ppbppp/2n3n1/3KP3/8/5N2/PPpP1PPP/R1B4R w - - 14 30
30,d5e4,MIXTRAL,94198.88300000093,-797,r1bk3r/p1ppbppp/2n3n1/4P3/4K3/5N2/PPpP1PPP/R1B4R b - - 15 30
31,e7g5,LLAMA,15303.951699999743,-515,r1bk3r/p1pp1ppp/2n3n1/4P1b1/4K3/5N2/PPpP1PPP/R1B4R w - - 16 31
31,e4d5,MIXTRAL,64512.99049999943,-754,r1bk3r/p1pp1ppp/2n3n1/3KP1b1/8/5N2/PPpP1PPP/R1B4R b - - 17 31
32,d8e8,LLAMA,15003.31599999845,-592,r1b1k2r/p1pp1ppp/2n3n1/3KP1b1/8/5N2/PPpP1PPP/R1B4R w - - 18 32
32,d5c4,MIXTRAL,64010.62429999729,-743,r1b1k2r/p1pp1ppp/2n3n1/4P1b1/2K5/5N2/PPpP1PPP/R1B4R b - - 19 32
33,e8d8,LLAMA,14646.795799999381,-482,r1bk3r/p1pp1ppp/2n3n1/4P1b1/2K5/5N2/PPpP1PPP/R1B4R w - - 20 33
33,c4d5,MIXTRAL,62377.69570000091,-746,r1bk3r/p1pp1ppp/2n3n1/3KP1b1/8/5N2/PPpP1PPP/R1B4R b - - 21 33
34,d8e8,LLAMA,15828.93200000035,-607,r1b1k2r/p1pp1ppp/2n3n1/3KP1b1/8/5N2/PPpP1PPP/R1B4R w - - 22 34
34,d5c4,MIXTRAL,52050.76039999767,-766,r1b1k2r/p1pp1ppp/2n3n1/4P1b1/2K5/5N2/PPpP1PPP/R1B4R b - - 23 34
35,e8f8,LLAMA,14748.014900000271,-506,r1b2k1r/p1pp1ppp/2n3n1/4P1b1/2K5/5N2/PPpP1PPP/R1B4R w - - 24 35
35,c4d5,MIXTRAL,50902.299599998514,-744,r1b2k1r/p1pp1ppp/2n3n1/3KP1b1/8/5N2/PPpP1PPP/R1B4R b - - 25 35
36,c6e7,LLAMA,14640.158300000621,-703,r1b2k1r/p1ppnppp/6n1/3KP1b1/8/5N2/PPpP1PPP/R1B4R w - - 26 36
36,d5e4,MIXTRAL,57077.463000001444,-750,r1b2k1r/p1ppnppp/6n1/4P1b1/4K3/5N2/PPpP1PPP/R1B4R b - - 27 36
37,e7c6,LLAMA,14538.7430999981,-550,r1b2k1r/p1pp1ppp/2n3n1/4P1b1/4K3/5N2/PPpP1PPP/R1B4R w - - 28 37
37,e4d5,MIXTRAL,95883.02990000011,-725,r1b2k1r/p1pp1ppp/2n3n1/3KP1b1/8/5N2/PPpP1PPP/R1B4R b - - 29 37
38,c6e7,LLAMA,14679.57860000024,-690,r1b2k1r/p1ppnppp/6n1/3KP1b1/8/5N2/PPpP1PPP/R1B4R w - - 30 38
38,d5e4,MIXTRAL,64327.409600002284,-740,r1b2k1r/p1ppnppp/6n1/4P1b1/4K3/5N2/PPpP1PPP/R1B4R b - - 31 38
39,e7c6,LLAMA,16014.25670000026,0,r1b2k1r/p1pp1ppp/2n3n1/4P1b1/4K3/5N2/PPpP1PPP/R1B4R w - - 32 39
39,e4d5,MIXTRAL,61335.90270000059,-744,r1b2k1r/p1pp1ppp/2n3n1/3KP1b1/8/5N2/PPpP1PPP/R1B4R b - - 33 39
40,f8e7,LLAMA,14488.280300000042,-578,r1b4r/p1ppkppp/2n3n1/3KP1b1/8/5N2/PPpP1PPP/R1B4R w - - 34 40
40,d5e4,MIXTRAL,60769.608000002336,-651,r1b4r/p1ppkppp/2n3n1/4P1b1/4K3/5N2/PPpP1PPP/R1B4R b - - 35 40
41,e7f8,LLAMA,14631.888799998706,0,r1b2k1r/p1pp1ppp/2n3n1/4P1b1/4K3/5N2/PPpP1PPP/R1B4R w - - 36 41
41,e4d5,MIXTRAL,60535.91090000191,-752,r1b2k1r/p1pp1ppp/2n3n1/3KP1b1/8/5N2/PPpP1PPP/R1B4R b - - 37 41
42,c6e7,LLAMA,14646.885100002692,0,r1b2k1r/p1ppnppp/6n1/3KP1b1/8/5N2/PPpP1PPP/R1B4R w - - 38 42
42,d5e4,MIXTRAL,58268.57220000238,-752,r1b2k1r/p1ppnppp/6n1/4P1b1/4K3/5N2/PPpP1PPP/R1B4R b - - 39 42
43,e7c6,LLAMA,15779.57940000124,0,r1b2k1r/p1pp1ppp/2n3n1/4P1b1/4K3/5N2/PPpP1PPP/R1B4R w - - 40 43
43,e4d5,MIXTRAL,55904.8057,-753,r1b2k1r/p1pp1ppp/2n3n1/3KP1b1/8/5N2/PPpP1PPP/R1B4R b - - 41 43
